,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48
generation1,1.0,2.0,3.0,2.0,3.0,2.0,3.8022382619489807,3.8298048211927034,3.0475178300728194,2.8001997334868776,3.263845167132247,3.8944060497579165,3.526392967825161,3.012965640876737,3.681600563438891,2.9561086086194366,2.8421669759617854,3.7772847251423127,2.839749163406327,3.0282286278648876,3.654258136954748,3.2682149676500143,2.862521645923941,3.5671614911038674,3.514718337917854,3.5855673246839266,3.7539994809834307,3.4105986712850433,3.090631345332608,3.3791211318203818,3.782949149619892,3.511655071600041,3.240999070637225,2.919569350676159,2.8176071284211974,2.9068794418018755,2.8895096879309787,2.9572693428057524,3.0937624376446755,3.456082538093424,2.7632656934868036,2.4658574108572857,3.1535297865810294,3.2671827462536402,3.775363868164351,3.732745051704988,3.1199077778914273,3.1209416832145873
generation2,0.0,1.0,3.0,0.0,2.0,0.0,3.7580265835871915,3.7606603382127526,3.0426505617517443,2.9393174995013283,3.5424297730067407,3.87693714915859,3.9626363164285014,3.0205526444285242,3.5146030857719004,2.9776269697966646,2.883242522013826,3.916600969742486,2.9183827324250466,3.0031372982111546,3.7277421837393927,3.4224393576368684,3.0071097508346187,3.7156239714819805,3.402671334922513,3.4812557939320627,3.52498752239294,3.135654059353834,3.04137791714795,3.17806468710991,3.62850357520948,3.074007248228144,3.050842537533258,2.9903965310915868,2.9412815462726614,3.0545917680421364,2.6982958081643966,2.8304024618349186,2.9201210488849614,3.1915193561568365,2.483930913587546,2.8413165853492672,3.1867745477895832,3.0016210152258966,3.133992266818269,3.197535963037421,3.0369703773086862,3.0867158245473623
generation3,4.0,4.0,4.0,0.0,4.0,4.0,3.961126071053523,3.9894062453031442,3.9531436318603683,3.9800679313674907,3.9570261255017174,3.9603378344707147,3.978826612450972,3.964420020596361,3.9808717556847717,3.981242411001401,3.895062890168325,3.996033359893896,3.664850738061129,3.90863498313456,3.9802190149219707,3.9763714608053933,3.858140337873848,3.8724992184899607,3.9313742059982038,3.977138114853185,3.98850539788691,3.9731740730066503,3.915864274482805,3.9732328521721954,3.9421157460069045,3.9890230408059058,3.9861497625375137,3.8837880274939702,3.8586162337227616,3.9451408281417097,3.9252109910634214,3.9289411253187034,3.8554454325929277,3.9322199728091904,3.8945546170034167,3.686802015654459,3.951671645497392,3.944289623061906,3.96837984308805,3.974366051321975,3.984880984622883,3.960021925858471
generation4,2.0,1.0,4.0,3.0,2.0,1.0,3.788379237353919,3.8892553553154015,3.1052655041884574,2.5894547323750072,3.1746612669363654,3.985000614718577,3.8609624354129943,2.2778004608687525,3.9939807524258515,2.621760832927944,1.9753521639637728,3.990957904578055,1.980868591450129,2.5877543212704763,3.960060268186662,3.995988098161416,3.2031450898783502,3.848786550613138,3.685107174544003,3.64939283197919,3.9108372668766718,2.9562861831765432,3.4855770580602665,3.990654004214716,3.9398071390523355,3.9408010668188496,3.992205706219175,2.711456281476109,3.2134409327124853,2.849665380600034,2.7993600950307727,3.050231449913574,3.065766547137351,3.008168737930676,1.8874311652428082,2.1636237102370717,3.3485391323404152,3.791737841383528,3.971682468407524,3.977830832623046,3.961166858196753,3.309464518401394
generation5,2.0,1.0,4.0,4.0,4.0,2.0,3.945849427468954,3.9980146340664477,3.9441062589090135,3.7390231082685697,3.941732505987747,3.99235367314707,3.936813151293851,3.8885649647782627,3.9954497792584607,3.7906739554319895,3.3785821120086323,3.9930565018868007,3.1537101517525725,3.791080707303765,3.984017046952402,3.988601342800836,3.915213066732795,3.9828703673408294,3.9617051026554826,3.9336872704824586,3.9906451848201714,3.979013059379239,3.97648443988673,3.9827334142049757,3.9610765293392034,3.989343658568964,3.98960221259641,3.853199301385686,3.8615394046182017,3.8669926939214223,3.587606056947426,3.656304989699111,3.9047685916804324,3.8806790272714347,2.8884392645868875,3.355316406200778,3.9120199370453954,3.959752330361394,3.9740775068409095,3.954517514779298,3.9757880301582222,3.97048623476181
generation6,2.0,1.0,3.0,3.0,4.0,2.0,3.70789139565265,3.8583354951790567,3.0115853803526003,3.000200237364751,3.209830082914936,3.7902234599177906,3.9465147946351222,2.957870252211687,3.3218430224826223,3.421304445182203,2.804223525087157,3.838302770348808,2.9474132804521753,3.054131194865914,3.6522338411836213,3.6476375822602565,3.082372329647391,3.6019689328679307,3.8192608139546844,3.736337473417039,3.774377656276918,3.1157707449147614,3.300049503143916,3.3188552724881415,3.6461167872121694,3.12314355910238,3.0956104552674253,2.929247816992353,2.831700800697436,3.01199872679992,2.7273467440567187,2.888820969466393,3.0559797654256693,3.2656920476268367,2.428215256521559,2.9068429478171605,3.1668185302999423,3.0103141000148144,3.683003083038762,3.1832594092422406,3.3430207567147647,3.2975812017415724
generation7,1.0,4.0,4.0,2.0,4.0,4.0,3.9949506629993237,3.997809934578436,3.949002728796308,3.768316239364377,3.98227383892385,3.9923652708765736,3.9926931952615594,3.919041980537525,3.992122695401299,3.975943523286993,3.95422021450327,3.9977035786262567,2.816167618329487,3.9652581677848646,3.9924302265461025,3.9888520800730674,3.959098922769519,3.989262114484518,3.9737919780808606,3.9849602256041026,3.9931060421631717,3.984088578211115,3.976258858293056,3.9832089261533574,3.9918054651493464,3.9915563960859086,3.991875100347746,3.8404908220940355,3.9595205584683066,3.9841210866274848,3.8583821914281295,3.978097657180082,3.7082914636219724,3.9576061105084075,3.6174344473332942,3.7524567385326266,3.9512933570873,3.9797301025592233,3.9917536593320917,3.983554939563026,3.9916002308257847,3.976637109698755
generation8,4.0,0.0,4.0,1.0,3.0,3.0,3.895770208805372,3.955971525946139,3.3560635980574163,3.3858854539796948,3.6400880267191766,3.9906890698197133,3.909898489599184,3.917245347206031,3.994758371582936,3.735631084582081,2.4646555880830667,3.996305306111591,2.5198084754431798,3.3210762450183515,3.9764482710218925,3.9897596598364866,3.854939941919374,3.899598981969532,3.7322961868536457,3.922383082904572,3.987882570523606,3.868868619516623,3.831779493147258,3.990828070971941,3.988193126858079,3.975713711371626,3.9376655192191397,3.2215409690481605,3.65541914977223,3.430811456983776,2.9929470620972496,3.396787727197839,3.3799823420704294,3.686632631146266,2.388346077105138,3.2337579285870484,3.455209434417467,3.957008559366205,3.9871443619230647,3.9629272362676455,3.9576550298004882,3.9336638933015675
generation9,4.0,2.0,3.0,0.0,2.0,3.0,3.948424370933102,3.9525464218091786,3.0379439307189395,3.118870745238103,3.581037371627106,3.907839981594043,3.8711001951206656,2.9297312520530023,3.4196167123412975,3.376407681487969,2.9024850848219326,3.9688515553870003,2.7785403162530242,3.1404908046424724,3.4901548576192547,3.182962717221019,2.923886131570862,3.888470175905264,3.774860384964997,3.74710235167668,3.9395012406541037,3.8664431562753054,3.5911223238927423,3.2588005446677992,3.6989038189511136,3.18936230510289,3.231479464870458,3.0334564386768537,3.019949172261059,3.3761167041659697,2.9220232299497733,3.128237365155809,2.8928835602035985,3.881222568572877,2.9124917823086336,2.7337464734437003,3.297241172712234,2.902880703819524,3.597298987627017,3.058071775536566,3.0715172727946074,3.0009484005801315
generation10,0.0,0.0,4.0,2.0,0.0,2.0,3.742124667019899,3.9668562769366926,3.0979459747823253,2.761158427054596,3.02671524422426,3.950065425805484,3.7337661196464285,2.6646829514572103,3.984043747991511,3.004386803941398,0.3974126357993296,3.9676276938307358,0.20133894300923405,2.4076079504910224,3.9863751817271638,3.994933966974607,2.2855672409025374,3.610325466586111,3.894498442154151,3.815126962127777,3.9836155602155974,3.335919872174402,3.6901389513096285,3.9651883266045886,3.969614473806818,3.9946250223773103,3.9878027149400204,2.968276745952035,2.035951109139426,1.7196524546412633,1.5462173779440513,1.7048773016804393,2.4050278898381605,3.6798430084726723,0.07255788861635318,1.3855709050878926,3.514277518016882,3.7969297011843848,3.9649708748615526,3.958827403809342,3.9704501099340397,3.7966608170180733
