,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48
generation1,1.0,2.0,3.0,2.0,3.0,2.0,2.936368820396217,3.576418874195614,3.654737085183444,2.8517197600292854,3.45200232989271,3.926990181151547,3.5903947987989935,3.4806445668244477,3.5778614946607727,3.684522835615504,3.1664895710619025,3.6356991081148924,3.9434235952581966,3.648008180196071,3.3866362695416465,3.357833712120995,2.9112054132642853,3.116659060325982,3.7892142481652145,2.904968096090396,2.9275537552908153,3.0059867576724395,3.200743279060705,3.031739790140476,3.676104501088538,3.8424768072820648,3.480146007229672,3.099105218951511,3.6518615128652683,3.7285818034598575,3.808354457387716,3.9254261704957853,3.7334666903140823,3.073448997673369,3.19797982878892,3.915671138431448,3.8354572409805825,3.9114692389410477,3.009170042991802,3.032903021418083,3.012424164321317,3.5950578362017724
generation2,0.0,1.0,3.0,0.0,2.0,0.0,2.645890327482566,3.077271265327991,2.988768468026904,2.9769213967266217,3.1569029603771877,3.890930871525088,3.6758600404329034,3.0971210014240556,3.047643082701827,3.7387256247735214,3.7015443148243685,3.127862717713302,3.9534172662073814,3.339281147560787,3.0808546237569754,3.045495897697245,2.8497210390163263,3.0558917679484656,3.4918334075499873,3.1718887689607955,2.68837268547596,2.9655013540374333,3.0861093835059696,2.572613121387157,3.7430214819323044,3.4146028306488274,2.9772000810988275,3.0357573188132623,3.6271417878219268,3.3961347171540295,3.3968182000016323,3.8102170589586004,3.41704001119636,2.9497523405478656,3.1312066311003677,3.9433727082490817,3.519892163892652,3.6329893274175435,2.977001677055006,3.161921720236693,2.828032376737857,3.038590037995223
generation3,4.0,4.0,4.0,0.0,4.0,4.0,3.848374460325614,3.963894133645944,3.9930799227018423,3.929028315708666,3.96217698339938,3.9693407788653166,3.9590780658997353,3.9904704646129563,3.9909769971507876,3.9485730817326323,3.9501084842207463,3.994413765939634,3.9710475921458137,3.9755397243412283,3.9814691212364393,3.9908997897576524,3.947183471209622,3.993157813370469,3.974810417656947,3.976739520833361,3.451784362819818,3.9836350911378604,3.9815220276948717,3.954788278883979,3.9928100694092055,3.9897439507478945,3.987354001357332,3.989804932827588,3.9844272715172555,3.993503321074186,3.988609809796377,3.9889675283722736,3.9949299467119452,3.9974901894573303,3.9845783679771154,3.95347862949176,3.9821520577029075,3.9828074106769464,3.9890807052289667,3.9635520046750283,3.9702800570989605,3.974917057885911
generation4,2.0,1.0,4.0,3.0,2.0,1.0,2.212043256467267,2.9877362260094804,3.9145543325704595,2.7682290512448016,3.9419184900533795,3.9754780615520664,3.3481522570246502,3.979378941548136,3.9973512831684177,3.995033870277819,3.3364319357161305,3.593288793902542,3.983173360407016,3.8836521799752344,3.6415213946384184,3.97247279184616,2.591065670724244,2.6789189526513644,3.964181860809378,2.894567517537547,2.1148995474923344,2.090413719286094,3.9696860019383986,2.0895383256902385,3.9537608713437002,3.995348256320797,3.6452259836411116,3.9407105974537315,3.984709609997681,3.985257302614989,3.9345709083419447,3.989849996931319,3.9596965266299127,3.578907943013875,2.932164626571196,3.9860013073560796,3.9737099655386716,3.990823181366397,2.865105135827113,2.7953542307096972,3.2324348949032147,3.9936425273840848
generation5,2.0,1.0,4.0,4.0,4.0,2.0,3.6216686569609036,3.839598441437304,3.967128380377365,3.923310884711894,3.980308326254828,3.9850381962203687,3.9481982184048214,3.9662291022629574,3.991089354509491,3.9896189939507174,3.958134078216564,3.983021698679461,3.985022331739279,3.9888453143949616,3.9783579843473476,3.972766626223619,3.799561204364926,3.752947956042471,3.978382270423156,3.705575144833044,3.6297358112946685,3.956433699938384,3.9948538639294053,3.6404515028984785,3.980302365024691,3.9909508692264097,3.9289080613547434,3.9844321167889305,3.98319085576794,3.989397280911618,3.980240346831107,3.991921489493452,3.988484793800352,3.9540533825549176,3.9517935047321364,3.98901277876505,3.9739093158219463,3.987455754759149,3.9361733637730087,3.824624614071351,3.9631112016973726,3.986194065728854
generation6,2.0,1.0,3.0,3.0,4.0,2.0,2.940162192814207,3.3162481354488538,3.422071577531794,2.8693303383350854,3.22169703904702,3.847301187295415,3.536880662060565,3.299471420685008,3.7699239784666787,3.475793233785414,3.662237148637404,3.2192271371559116,3.9018084016546393,3.4827127802269784,3.347548395030759,3.2737866688964488,3.8234867764344163,3.381067561373063,3.4770754441936997,3.1058804178948214,2.876502819249143,3.6982566937087475,3.149342170663762,2.606172529581827,3.5490175282281147,3.4636278015510324,2.9379728949547577,3.197345252861674,3.721087892443668,3.5770092068818125,3.6274571393637123,3.3369030711644236,3.5511079403237504,3.2038910093827155,3.6835724333716993,3.8579432761658516,3.8164546014021816,3.960211402942606,2.9646878565082546,3.2036264946278132,2.857059479382528,3.19218388116955
generation7,1.0,4.0,4.0,2.0,4.0,4.0,3.879592020446104,3.9937353051493396,3.982755279891028,3.931179829081223,3.9668987855767703,3.9866481017563946,3.9881895879421068,3.9947716414089434,3.9945349589335897,3.9861534932334104,3.969259315837965,3.984438380576346,3.997337779807201,3.9972430642930816,3.979823119700153,3.9813151484656903,3.936890701473944,3.9859133569444465,3.986274444284985,3.993511165438843,3.410525625768452,3.9917494309679973,3.992480850835495,3.9764855353669564,3.9842210903308115,3.99474958555099,3.9618618149900104,3.982636905216907,3.981744861603103,3.993083764419794,3.995912866525799,3.9949841359958067,3.9920880873081397,3.9730802198649866,3.9920935976116203,3.9919615069310463,3.9742798661955727,3.996365634586812,3.9270301510400025,3.9673022369384268,3.920604157720476,3.9874233710014653
generation8,4.0,0.0,4.0,1.0,3.0,3.0,3.058176451147039,3.7219714582556653,3.9714381221968558,3.9103390837253484,3.9578859340530053,3.975449837738006,3.9258137183416686,3.9769126694818504,3.9951090333069916,3.9756676457853564,3.830966561482645,3.9046730710201736,3.9820519869078166,3.9382785493713195,3.89555181822618,3.9789591448913386,3.5364802840829648,3.8054968999520375,3.9346274283817304,3.956423917838797,3.4668721482311455,3.9321896328122232,3.876976231254456,3.895280051281797,3.986720641989924,3.9893858820211956,3.848782918663114,3.96542961066096,3.975563448893406,3.9960209173503647,3.9810476516744786,3.995166062231173,3.971259158163024,3.979216353622419,3.9289575215452737,3.9887688986398357,3.962472978283143,3.993904067748644,3.6738229940156732,3.7689779489459307,3.934217167602475,3.9956810826936975
generation9,4.0,2.0,3.0,0.0,2.0,3.0,2.7020562551079945,3.86504913429629,3.202938983619477,3.0863235335025294,3.204332201113494,3.9435378671660337,3.877324176001194,3.2825329251696407,3.0910199090904893,3.4956327226663504,3.917003730585286,3.738582228183266,3.9299915342521725,3.942319077479256,3.1407240846407793,3.334437194198214,2.9780552817903625,3.8184557154742866,3.5410373400255106,3.9085953663825532,3.1100830086400904,3.3136272907303854,3.68184398014829,3.946907669434713,3.9385947337166107,3.767158727130849,3.2123751654096657,3.099601905927792,3.4953030108156433,3.70175471463091,3.934256253134195,3.8590100134956,3.7593783909025027,3.3905684419855007,3.9617381206435183,3.9335907403680745,3.78440044062582,3.9687532895579656,2.9560394791354567,3.8791645744271834,2.9306101650490985,3.0951317316198916
generation10,0.0,0.0,4.0,2.0,0.0,2.0,1.6387498424881022,3.643725116751815,3.7343816676528716,3.4156964171909627,3.986687217659727,3.943103413315174,3.647386943491989,3.991065607365049,3.9971283572109844,3.984580996318534,3.5456037589229634,3.8934607027254846,3.9657549958512357,3.927233160239598,3.8735107622793272,3.9836462355323223,2.419208771745088,2.801901882620795,3.9474150592446744,3.4879515038336386,1.9128385650010642,1.8093019201718332,3.9886484464112333,3.32569763539426,3.738094295457522,3.9900731883753338,3.904479728436515,3.965138978758481,3.9806044416189215,3.917307434549352,3.9681804681053827,3.9901170445217513,3.9724008081652054,3.9053732217073867,3.3564101756453573,3.9400932264837523,3.9751830744047574,3.9773482968530294,2.9709970756581847,3.7178382784098214,3.6338557763632675,3.9936773532117904
