,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48
generation1,1.0,2.0,3.0,2.0,3.0,2.0,3.9248698438019662,3.858434146246813,3.8242254554683432,3.364766142079711,3.6100622301130074,2.909327914658996,3.635552359964879,2.9942277077191313,3.3141006845777814,2.7937267464374926,2.9950916926782907,3.3519084493188425,3.2034079196746634,3.52014240567753,3.308368936092556,3.9396484662183933,3.9014314843923033,3.63817805448677,3.0966346296376077,3.0714738473561063,3.150946279792782,2.8931924633063315,3.5617750991821566,3.0262862421002295,3.621457578623801,2.9054990265071092,3.9305202807316357,3.0418876393058407,3.6781938515542696,3.433933472661483,3.1702138454492323,2.968129860577464,3.115003903406664,2.997101459633543,3.133381906351722,2.9422169318576477,3.891405650471903,3.5169532185962495,3.8005856109501877,3.350263694543597,3.8203711468637915,3.940722488873462
generation2,0.0,1.0,3.0,0.0,2.0,0.0,3.5311375307645623,3.8592405709922204,3.2453592131754823,2.842079194315147,3.0305258136012756,2.9306779586641802,3.243173769781606,2.988481746983565,3.6575496483474095,2.4784954830420807,3.022251714656258,3.351339928387989,3.1668668374396876,3.4071708270563192,3.171301702709018,3.605378004159742,3.895476604407886,3.291296553853776,3.0049860687136483,3.023202413222805,3.057071292152703,2.592331548045071,3.4231002725734907,3.040417575412055,3.2509749179819156,2.881380607708909,3.878186759258038,3.0022441028343527,3.150334254118819,3.093520287313816,3.0102191914350995,2.8767074850085765,3.24336754027875,2.9379487368740116,2.990870501745081,2.9480234806312646,3.9165990414473666,3.0004554630140357,3.092819763490231,3.516188346599184,3.8150325862148997,3.4201296941926564
generation3,4.0,4.0,4.0,0.0,4.0,4.0,3.972828833988396,3.9845862857022896,3.9915853234962264,3.970796988719455,3.9746231081317442,3.9736458447199627,3.9967510195377396,3.9748103220838793,3.9734055452029913,3.8541861204961743,3.9394074882163683,3.9935519635624828,3.903522863679722,3.990959866551667,3.987149733097279,3.9920842669497123,3.9791530982252765,3.9560934234420544,3.9865105648943207,3.897865986196551,3.881824095733786,3.8370403606787233,3.9132846198881177,3.9835652471829954,3.9762399326864273,3.960789081251864,3.993717851248486,3.9717580395193313,3.974570037391529,3.990112624297659,3.9797002413963534,3.973989094949123,3.9450741795593136,3.977799804474065,3.980438169622658,3.983982987598898,3.9140620025162427,3.9740386989047534,3.9850536890489523,3.979012734165506,3.9890024756998175,3.988827695653534
generation4,2.0,1.0,4.0,3.0,2.0,1.0,3.9840403249202474,3.9944118011684644,3.990104932403563,3.1907973096507516,3.8920971891694864,2.137054308226386,3.972115378933721,2.9635809440573135,3.939732213329854,2.0760041759577716,3.441292427291873,3.937052823827001,2.67420889524835,3.991787891452038,3.988432331538619,3.9954446827223564,3.9041926125000206,3.9815217552203728,3.982622959799492,2.607944954577529,2.986137499740061,2.0817549906053077,3.9563767299806574,3.7605065973769016,3.9470937012885274,2.24562271538459,3.933999992685374,3.30581920868907,3.8378004114272337,3.646913767729461,3.9511168377308103,2.7191796704665956,3.995429836422891,2.3468845518203723,3.9791666110033757,2.0982801211896938,3.985994842871901,3.925204395609694,3.970101730419599,3.755182937899671,3.993347730364395,3.9738988935328696
generation5,2.0,1.0,4.0,4.0,4.0,2.0,3.9931651019017314,3.9899023105801286,3.9853088264074534,3.9305525214029675,3.9597567505094764,2.229336407739085,3.9828005076985806,3.7808272768271873,3.976440918458233,3.7190650987455385,3.9315181685193648,3.9739207683905033,3.8713029312318734,3.9890312172302016,3.983416246751663,3.997184775739111,3.952789855358675,3.972710576457869,3.9740514312707007,3.8585622326091134,3.7122113978850724,3.7151285741767444,3.981144079048911,3.9734716747016408,3.9887094305578135,3.884655796585757,3.9946349666985883,3.9693767799215127,3.9887440183847067,3.9887376831695875,3.9739779214475393,3.9745683490217814,3.985343507774029,3.925676949633162,3.98448280112028,3.937364390468769,3.9876172369815963,3.975083629684239,3.972028386475303,3.9557371913504706,3.986608167882183,3.9789468923118583
generation6,2.0,1.0,3.0,3.0,4.0,2.0,3.6494106011683627,3.917740036165575,3.53104558605633,3.0704914669950747,3.6471219821558334,3.0583659107991163,3.187555579217661,2.8954550072313623,3.6104398603160597,2.7925737827469894,2.904614674773277,2.9635252995696333,3.1966506601660427,3.123168327724327,3.2334175784903434,3.3888528389018506,3.7332051042662457,3.5429859019472616,3.101503960380738,2.7704768511511717,3.410413270347759,2.9821054569941388,3.3040084512167245,3.0139758685256735,3.6344572503958004,2.7334751591956543,3.7188034914205774,2.923091970027829,3.2456504716890824,3.142712770662217,3.4243589557836183,3.005141035058305,3.263189468590541,2.9901453233933832,3.2490898756234268,2.8475261891280765,3.6620421307590103,3.055173741349009,3.857487800627174,3.3882439808535705,3.682407090706467,3.794476138479009
generation7,1.0,4.0,4.0,2.0,4.0,4.0,3.988530068975274,3.9969427311793604,3.9936160502508837,3.977143643840175,3.9743746495988486,3.981329605965557,3.985567210610886,3.5857428231797677,3.987269195398242,3.8437481675971936,3.983914203974279,3.993945994511276,3.968205321460197,3.993597611595086,3.984762217168214,3.991441379914722,3.9905039308385173,3.988541687809604,3.9883316907205524,3.946767714066474,3.972829129658147,3.9845540302452784,3.968238452251459,3.968227546926123,3.9932239390200523,3.9069699417179184,3.996480466609706,3.9819092383586736,3.986742124342038,3.9885759746152796,3.983301896425074,3.9891633264219353,3.978630571168258,3.9730802199551354,3.9826515884266898,3.964648987575242,3.9883126296235907,3.970725902583611,3.9867131616424714,3.9812873655781624,3.992003686292332,3.996328785043783
generation8,4.0,0.0,4.0,1.0,3.0,3.0,3.9972703317717078,3.9915220457151017,3.991282124625658,3.933678698891664,3.957321701382801,3.737170003594643,3.985391794005038,3.9606861782692757,3.9806225111953975,2.866705724415362,3.772152427864733,3.974955968112298,3.7234733839065948,3.9888082132055707,3.991574225380448,3.995025930244903,3.832259652805882,3.989271207282079,3.9933535329494547,3.814421151230454,3.6956942387381613,3.659389824261153,3.9468843922226595,3.9877180807873516,3.975870390188869,3.5539682097824676,3.9667995268664873,3.846197625872931,3.985011564998852,3.947859841998606,3.9584938775189156,3.927355446900025,3.9934655123153155,3.980575779330183,3.9851555215259413,3.8743677898441593,3.988517258951135,3.9386940484070188,3.9918741791460874,3.9460690604843935,3.992544222318322,3.9789308227758573
generation9,4.0,2.0,3.0,0.0,2.0,3.0,3.8200039916461295,3.8657308585917565,3.910943358753788,2.985354655234421,3.8730572487165094,3.8448579441066433,3.706426496966927,2.9627681425670187,3.946397042498584,2.480095370932493,3.074343032938494,3.586919817131659,3.8243288043838186,3.896887401723028,3.2681230079272847,3.858858045575695,3.903637255972141,3.6490654257788235,3.0860130451996164,3.466724703384087,3.71306496638187,1.9426156553113674,3.5276105887717133,3.07681264605393,3.95396692543592,3.0819435775776554,3.9687780841416926,3.054232690739378,3.6690735995827883,3.477884479518033,3.088082128500992,3.9065933480573904,3.3152809099072393,3.1520239785829083,3.2799391188205114,3.751663792257405,3.964276881357558,3.0489890938005817,3.8506128129160166,3.7215649588701267,3.8694007340236887,3.9236640858488765
generation10,0.0,0.0,4.0,2.0,0.0,2.0,3.9794264071026855,3.9832372247245385,3.9738876238067427,3.2891541873702472,3.9084572730845144,2.7601830469589204,3.9912461469196905,2.189957169992606,3.919531419056038,1.7286428576366164,2.7651693444218095,3.8139085243706115,3.557244053693715,3.98926287462365,3.9904798269059367,3.9897529072672984,3.881344535151231,3.9784145509334845,3.9892890857834526,3.4317856248710696,3.796302446698468,1.7709640290691184,3.8258773667977626,3.953421988349644,3.9611442223336017,2.073749063323188,3.976904703535454,3.773123524776076,3.935388937640926,3.9412291234373726,3.912409810680685,3.620946622539327,3.987834304229455,3.9214624914061864,3.992353749995645,2.615326334379186,3.976556618717871,3.9512692106437957,3.986038889323628,3.7410214528247034,3.989181339565091,3.9856976855691233
