,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48
generation1,1.0,2.0,3.0,2.0,3.0,2.0,3.532654451182982,3.8672498539777838,3.8626530355155797,3.0800686656117704,1.9313616785234204,3.220983604915574,2.9683616417887393,3.4777025392403926,2.930311870226008,3.029502633065167,3.740603782930201,3.384745994975884,2.910173799187215,3.708578303227088,2.9349089107518287,3.0325736185980148,3.0018905696251323,3.2810173221765653,2.8259686326064783,3.4135104703817243,2.9425937982165915,3.308579822102905,2.9101341624087316,3.1975757416854496,3.644629120476241,3.7738183026239427,2.920989505472786,3.847158919591832,3.038775118028547,3.6450300372480426,3.008352659422064,3.361430480145321,3.492543273601805,3.4264810512909314,3.8464846312075966,3.367676158569112,3.235706447409396,3.86761090930255,3.964069584174205,3.429094639873725,3.7854847544406947,3.0012638561947127
generation2,0.0,1.0,3.0,0.0,2.0,0.0,3.212313029074275,3.4179446525668418,3.8727471435135428,2.9493447665344417,2.000554479208971,3.0271269210392084,3.124920882962588,3.6328947105167773,2.9209990965457484,3.1570466203108962,3.5817434777184456,3.563737914005191,2.97658671343062,3.5747581422931605,2.8630862139559152,3.1896181917157573,2.9949968680838746,3.2151934160596682,2.86144727031177,2.749738089879833,2.9406719139638695,2.763296067861576,1.9533707660415416,3.203084517032979,3.233737644537726,3.2658073976351725,2.431397972958317,3.839733847656719,2.9607633099912642,3.7309178678667854,2.9533668871840244,3.6434763437472353,3.404300872081355,3.0181790531034314,3.798779980142458,2.914545865206494,3.128759109062337,3.958408388235013,3.7162477786134693,3.119596514417941,3.148096022675883,2.9868942879033473
generation3,4.0,4.0,4.0,0.0,4.0,4.0,3.9930862437227357,3.9750319038388833,3.979703441988538,3.9933318374988405,3.5133095326135053,3.9811549501262182,3.9572970614853697,3.9730182144790516,3.8282660577215197,3.967358998026833,3.9720383368033496,3.991396223226086,3.9820528077219466,3.9690768126650697,3.8020720047517496,3.9599171784301532,3.9406243771585614,3.9971045883828076,3.937810364073407,3.8945595422820856,3.8370143622523223,3.936964428528124,3.714708412868097,3.9621630153200935,3.99690001265333,3.9793516272839566,3.8614687318713123,3.972187594698568,3.930502856295846,3.9869687435988803,3.9701556073738447,3.9596382970353603,3.975620443372568,3.958694404041726,3.972011607248854,3.9657602016818716,3.9797468514107877,3.9903874926569545,3.981872128409827,3.9878232511823923,3.9839926299083706,3.9661876579120436
generation4,2.0,1.0,4.0,3.0,2.0,1.0,3.987015419439762,3.9918447576112626,3.9826302306770094,2.3920162414594808,1.368646606445263,3.994851420473945,2.815142806664358,3.995612539135425,2.570342717947559,3.3963754424653985,3.991186373132122,3.9626145378750293,2.7993915504462454,3.9956907749802526,2.513970827819837,2.481666774701665,3.920379431675703,3.974454763322951,2.099484155480532,2.949363986282381,2.8307632129974127,3.045635439063591,1.9391396237417824,3.316285846696212,3.983706186909813,3.9490668130194693,2.3299608365873117,3.9869077012846503,2.9149969358368777,3.981670975598765,2.595980853336731,3.692058132116904,3.9172981765669017,3.9901880096510904,3.995122714952342,3.997600119775792,3.402546130514788,3.9894424602320187,3.9946999207619025,3.8467460439198042,3.8350671146048136,2.564576487639194
generation5,2.0,1.0,4.0,4.0,4.0,2.0,3.981604676123742,3.9813493920329313,3.992841336648593,2.598837107903202,2.3803458254300893,3.9862509787343403,3.8081703059062297,3.995310967128435,2.9268822006229214,3.958884991392408,3.987471430649474,3.991527197375176,3.8005425346233457,3.9938979867514646,3.5878015176521716,3.8855908140515103,3.9650052126417465,3.9910282811699216,3.6940205227958582,3.7064328230291665,3.3923060822132394,3.8502692396828304,3.3586214491678104,3.955702013528586,3.9906868917239517,3.9788283002060774,3.818446409178768,3.9950415833642974,3.797768294848736,3.978667556370656,3.90529042417773,3.960701960844621,3.9837435820464617,3.982435772384371,3.9973605256647597,3.9760674324045744,3.978163051850423,3.9880658332631755,3.9943457967955545,3.991674588594286,3.9758935240110387,3.695106091088814
generation6,2.0,1.0,3.0,3.0,4.0,2.0,3.282591006304301,3.6371564012945417,3.3942754755324223,3.083900604730401,2.2567293066159007,3.0787179659090578,2.946743057962953,3.215948303161431,2.93552866162479,3.0939212810716286,3.717043041473455,3.791524532737447,3.052904103426892,3.2199536997124225,2.8369386282382805,3.135985537499401,3.575957958436186,3.153718741241531,2.7881457449455036,3.091677159836382,2.8840341631961723,3.677197131750619,2.6153264352330363,3.6062487700007693,3.4239169806437264,3.6629321474765284,2.6975462309444462,3.5856383885066077,2.950520300559928,3.617907393009377,3.0808150825677303,3.928063599173358,3.4263759295168166,3.560124122844986,3.306419450653075,3.282050210707385,3.287176233240855,3.908039679248993,3.7018500201201348,3.1708218841502203,3.7356930657929497,3.002667361545535
generation7,1.0,4.0,4.0,2.0,4.0,4.0,3.9807021548981893,3.97914300451576,3.994404709945612,3.9622326032467043,3.851503940172906,3.9869385997862374,3.9948587378529603,3.9867036581911943,3.7932755598444965,3.9583208807165273,3.9847355537030844,3.9977006770637047,3.9471207061808995,3.9801855695135226,3.835261132653165,3.982871217548604,3.9781111992768245,3.9880316373516598,3.936745666768029,3.9807347925903613,3.4520913887750297,3.9865370036933303,3.524625861302128,3.9930822830648833,3.983693751479942,3.990321030060239,3.8910644280583693,3.9915354553171416,3.926850664966853,3.995946250145672,3.9834208362741683,3.9909552388000704,3.989138009462496,3.981610371346261,3.9914450063568347,3.9528001169096263,3.977851222529409,3.996601983351112,3.9957623415570644,3.9859391640631343,3.997963207276343,3.7728643052397106
generation8,4.0,0.0,4.0,1.0,3.0,3.0,3.9790177359591232,3.9876837584667677,3.9865485253895225,3.8911688671532856,2.918693652320193,3.990362613689848,3.546747313166901,3.993846389847213,2.910380929381406,3.3846737452791693,3.9940579759358767,3.97987991362009,3.9256689234046593,3.970449900694796,3.075288503122647,3.9336429166087696,3.8982426869005624,3.9920886867739056,3.5293545069979,3.4817783218917637,2.879780042194532,3.6713079328820375,2.473074295630583,3.979489736668519,3.9859021518762834,3.9787392359958274,3.310537329031783,3.9912134279128897,3.8385263856808765,3.9878331241623908,3.7932888453260554,3.951322145936008,3.9423007889313344,3.961731847036867,3.9846073636798636,3.977138156595573,3.885266709264153,3.994813250602246,3.9898451171709635,3.928900504385562,3.9677045466640504,3.146672520814288
generation9,4.0,2.0,3.0,0.0,2.0,3.0,3.1474777813227655,3.8349041627241047,3.949690653948167,3.752321611459497,2.9190409763426612,3.261343112725145,3.3365527357443754,3.7121584672702395,2.877460193325967,3.277947433246332,3.686308230987764,3.703285769069009,3.9213681249387244,3.719342879275395,2.728229860979435,3.417772008096785,3.024200778214174,3.8450938804691215,3.1190707484787943,3.551583336737446,2.927675803424344,3.8879324306499203,2.2969031508610085,3.8790915415650824,3.295612516719382,3.6800166702093557,2.9540330619396435,3.963015088632394,2.981351893676818,3.7959352702163778,3.8039068396011815,3.958888852739198,3.4307775241664986,3.1470318321584134,3.704287046660398,2.9424760847720313,3.907685898381888,3.965973994757451,3.975244996536302,3.1977628709281305,3.897672265230816,3.0036085848700207
generation10,0.0,0.0,4.0,2.0,0.0,2.0,3.9651855542456014,3.9763818341172907,3.9849712313022643,3.2178300672632925,1.3421594485703905,3.9621295691110463,3.0726947842014813,3.994789758084676,1.6700275948595291,3.639353060234302,3.9571932806010466,3.915896867538797,3.475668393019619,3.995445602171114,2.0498953898981123,3.1963130938926674,3.9418294844213997,3.965603496530495,1.9785225406041376,2.2545466379437564,1.975086052483536,3.284238595971231,0.8160794269676093,3.799361978687727,3.934995429373059,3.9733688257054967,0.5284751666769824,3.953854438078229,2.7571077224605665,3.9547695892331025,2.451224762480466,3.5694594249835827,3.8745785755683517,3.9473758596287802,3.9934303305101766,3.993323692467016,3.573578511011956,3.9770915246429097,3.99498725217129,3.881053587812291,3.9411725877269785,1.8265946250934735
