,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48
generation1,1.0,2.0,3.0,2.0,3.0,2.0,3.9429318314101067,2.840579680338028,3.633299393598139,2.9491445202519473,3.691269088467117,2.9929774295330707,3.249034127331279,3.6321415194268636,2.9479829106594573,3.009047108456828,3.1983029555219065,3.040469461681852,3.491459165706239,3.4919663135502694,3.004878733880638,3.6974077137117076,2.871229239825509,3.7646190374990898,2.9699171600649623,3.80196182835295,2.953368637067458,3.4082146846764236,3.14207798321868,3.8844316078950634,3.4153516083043254,3.7839855630676995,3.7437695668646422,3.693840114568969,2.880422739283712,3.530121772261596,3.678137610373618,3.105704669565039,2.8602713246700895,3.5998362852532586,3.124042023304145,3.1636883916905587,3.05003321845653,3.0374937451101776,3.2849533444534385,3.5943214984948417,3.168462691147444,3.859458611204491
generation2,0.0,1.0,3.0,0.0,2.0,0.0,3.77828629740079,2.94692560838358,3.3247250892221536,3.0028139345334735,3.75724175705134,2.754079950220139,2.944751317368625,3.6089953886786192,2.868322083854007,2.78733573915694,3.040428935610196,3.0686278294091487,3.6108918165436217,3.1703002583745805,2.9939687656942184,3.4475331231795714,2.7668225899232115,3.49328715065541,3.0159569455542856,3.79203055311118,2.9550678109142607,3.7300185732553723,3.0394864761253295,3.902717517382688,3.3836610832977354,3.5345192217729613,3.8260072053780485,3.721866751553184,2.7539840810320744,3.3239384942854913,3.366586741090977,3.1891503060947755,2.969407817111476,3.1823086320755714,3.1033963622947875,3.0688815967880365,3.004936476979437,2.985059162248157,3.256608517633235,3.0945662894508468,2.961534369062745,3.824833618415
generation3,4.0,4.0,4.0,0.0,4.0,4.0,3.986485915739057,3.936704674315189,3.9352207962597467,3.924432586189713,3.979812152525384,3.9672550947363496,3.9772785233736903,3.9778928998829493,3.9461261278962256,3.942574157213111,3.981680880129722,3.9545661713432163,3.946916996522059,3.934987902509519,3.974686280830426,3.975828980293684,3.916217480122553,3.9667665292406453,3.97575222807674,3.938205773261812,3.9826135023730718,3.9206597746836604,3.9819401659848275,3.9773015724154677,3.990487931217073,3.984264851442961,3.9681110360658822,3.981271345223976,3.8130193419643956,3.9775468365939277,3.9577473130316534,3.981284976577438,3.9132689128777036,3.99316328910803,3.9396697792615223,3.9667715413674887,3.9859282178595357,3.98849696516465,3.9879388109137026,3.9907817122497193,3.9807004166447864,3.980005881891148
generation4,2.0,1.0,4.0,3.0,2.0,1.0,3.998019513933541,2.8139635112610435,3.991555040488955,2.214226263207822,3.993453200463774,2.1151730927807826,2.59990285477865,3.7700397819158593,2.254258108720135,2.054818314629835,3.5962025102185162,2.959793677774224,3.7240803062359706,3.3998914860797216,2.943549744997303,3.9938954961355035,2.2762838165718313,3.9925975560340476,3.9507064136771297,3.9874597849894666,2.7177459324773965,3.5285478795188623,2.3757497634088285,3.9741643273154805,3.9332501837173974,3.942881861063945,3.9784959259950488,3.968392144897428,1.9548821671060523,3.944936985906304,3.9496472662390514,3.9715837973155357,2.4754347484073045,3.9859375289944774,3.6674552376778813,3.784880305050372,3.9958535635125796,2.6003486401836495,3.9633052130946336,3.9706793445220137,3.9250475238334386,3.985637552370183
generation5,2.0,1.0,4.0,4.0,4.0,2.0,3.9899688299954565,3.7901964234817203,3.9927082405878926,3.916217915074633,3.985891179584159,3.54569053427515,3.7643118531082744,3.9760003917680122,2.65263775174522,2.802396283854181,3.9818723347789198,3.858097585719144,3.8912482412381246,3.8336691626672144,3.920048569138985,3.9886392396836174,3.3363107694159715,3.9528973925919058,3.983585064177484,3.9709169009936476,3.742622697457365,3.950389062478642,3.9638860444184427,3.987281168560953,3.9845246115269184,3.990784473150253,3.975059162402282,3.954914549589741,2.7515451689795842,3.974425267459021,3.9853424139770346,3.9861749655024847,3.683990952724857,3.981408132113173,3.9522950284547735,3.983693210799358,3.991173768957218,3.874812554882073,3.985742546322296,3.963184275865695,3.9754533402455214,3.990217844139717
generation6,2.0,1.0,3.0,3.0,4.0,2.0,3.5566712293973812,2.78668182258789,3.2416698146008907,3.0061575440935493,3.782690141311957,2.9906261983554305,2.9056101471204574,3.8849400892019146,2.97690353956758,2.801474554466292,3.0601053471261275,2.8476648748952833,3.8095360358121493,3.266353439790314,2.939104077293901,3.881964481880128,2.8951579710151325,3.6797390389393403,2.9667133556040217,3.6991792558504164,3.0239297344053098,3.853206425531402,2.9607710634947373,3.5446656264537797,3.3339008308475666,3.262532452203696,3.7583976912713806,3.8448558684496197,2.756773495724874,3.673964703699846,3.80099310907904,3.0582839500361514,3.0860240516779833,3.5040211408730753,2.9547690990871143,3.406830705664884,3.350859007029984,2.8755758892987853,3.402011064944561,3.3428436077860764,3.098821417480809,3.792960324926359
generation7,1.0,4.0,4.0,2.0,4.0,4.0,3.9945778051756555,3.8510476140532863,3.9774859952377466,3.952907137862068,3.982569802846578,3.9658465423915787,3.931939975747942,3.9919210804773746,3.9478070118138,3.92318181622288,3.9919119696679566,3.9838676617198834,3.981900738137302,3.9849363295533466,3.827325481937226,3.9937103930543625,3.938868468682412,3.9980490981312107,3.960594945587454,3.991997821077584,3.991770996945847,3.9908823087102614,3.924021570670642,3.996955572547326,3.994649718729656,3.985246711123255,3.990581151577013,3.998001104246378,3.3153378377409757,3.9948775462887167,3.9815869803894026,3.9737797724816777,3.873798164366525,3.9905742204626664,3.981137762899923,3.989503812349998,3.9892119237290684,3.9345686464461007,3.9936843903408152,3.979984391662829,3.953004169739158,3.996770588103825
generation8,4.0,0.0,4.0,1.0,3.0,3.0,3.995060962427259,3.890072388152372,3.9791878116836674,3.8537806223367492,3.9566859712070577,3.8885574828607954,3.867396408889206,3.9361317713915582,3.724703561488295,3.822374343282238,3.938101677547586,3.26634536343615,3.8420139309343253,3.780332628418342,3.8495077379855798,3.9962001261252724,3.5058425596214033,3.9930453035112135,3.972499557878945,3.9944711317864936,3.5123871306287997,3.895830931780692,3.9517269170987683,3.9818458471746747,3.988206043634349,3.9766666710626577,3.9892317143273717,3.977540137264633,3.1296054488225247,3.9849417247534786,3.982455108850987,3.979931733535609,3.7502935427668684,3.985552042438174,3.8612961850480785,3.927300401369111,3.966203925281659,3.9818074386433726,3.9764176501942847,3.983877107355782,3.9762849089299084,3.9744315789707145
generation9,4.0,2.0,3.0,0.0,2.0,3.0,3.8482231818165746,2.971425730404559,3.6593675894697757,3.838831015511619,3.9154075078419064,3.6522168477457,3.3707355592367074,3.9780554923083296,3.6747934819893193,3.8735808052542238,3.105738793425334,3.481726959554411,3.698744191495735,3.843585990345324,3.075487271972833,3.9457016928058155,3.488998821486868,3.9406082742429165,2.999585638149171,3.925479385014149,3.7455149223960813,3.880115633380348,3.133798163073286,3.9525601988682624,3.3563854944312137,3.219209601906357,3.862009883760217,3.9675183007368195,2.8294800445275707,3.5458310835331805,3.7255786912717013,3.510717870951633,3.354057681577725,3.3923218813824807,3.35119131362383,3.2056455639441386,3.25955781143073,3.067516037038117,3.9360341846668625,3.4915651140336705,3.1972996807187464,3.8772419140559164
generation10,0.0,0.0,4.0,2.0,0.0,2.0,3.9902791243688305,2.1012308546780245,3.9865253536191796,2.3667670231454796,3.9223300992901167,2.9762134027376157,2.8403468388468145,3.85373631522208,1.6452567357920462,0.7249023623353579,3.845781897126333,3.151918973364755,3.969132102127327,3.198108168603428,2.977124933690124,3.9056980268157377,1.8252002177258702,3.875781669724399,3.951274451260275,3.993912021289759,3.035940674659942,3.793736490570124,3.5968927069487187,3.952326780100907,3.93704460756327,3.912809124507313,3.904575029904825,3.984608757652512,1.2945587076399312,3.969066053857032,3.965723176009711,3.963505008408213,2.840304917783544,3.987654413021185,3.838695342651178,3.7320210901694693,3.9925420910535894,3.9170562883653712,3.978950909887355,3.9161269797951257,3.6036121978201394,3.9711016041800375
