,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48
generation1,1.0,2.0,3.0,2.0,3.0,2.0,3.6015835503505844,3.247333026321771,3.0840669069747304,3.6621108600807686,3.49574241967804,2.711940313682671,3.2660268094348646,3.80305728608287,2.893767418064642,3.7330904723299363,3.029782944156388,3.395939197544022,3.5365069951553103,2.9585615234696125,2.722796677455742,3.5462380413489005,3.651253075133039,2.8396676635756735,3.7538994801762673,3.0143290889634793,3.8917130662261465,3.70702353116072,2.88783167729335,2.8415268816608825,3.8010774490634778,3.789575456282832,3.091250287258554,2.841760925850513,3.241042342932122,2.9167702863905025,3.517185741479657,3.1428472331995545,3.010598134388691,3.805451765858835,3.6638352171377844,3.7198529255726926,2.7862611969483284,3.125623230697117,2.956834092202109,3.274036701150645,3.4536246043299488,3.3145221891579424
generation2,0.0,1.0,3.0,0.0,2.0,0.0,3.1952124345318405,3.0907627507107707,3.014533636877683,3.1052576059760213,3.596113442143155,2.80938039335955,3.1311587455585452,3.468399824187764,2.930063261306513,3.6511985020880506,2.9639793679533164,3.527465090484949,3.7321902832157856,2.9820443313603393,2.723236504126912,3.0699378715721717,3.0935651689375248,2.811145715523121,3.7546805161764403,3.0466998222198933,3.4347465052849953,3.8274405805992067,3.013336846663929,2.9271081471146765,3.117288982723145,3.8790461882399727,3.015597859505754,2.8341239170805737,3.038484340387775,3.1296533309271353,3.4360889465071875,3.094442302597177,3.0269259833446642,3.545762818785609,3.7157502740200203,3.1097290013883385,2.867132679819231,3.2753056006093733,3.1421482579587896,3.1684469757160567,3.0707247393945876,3.0250716523824983
generation3,4.0,4.0,4.0,0.0,4.0,4.0,3.9785054673556064,3.9720450727882644,3.981715304205228,3.9855921330205635,3.980816246412648,3.9397461099430355,3.968911434177011,3.9872349792802972,3.940081420228783,3.97917904461715,3.929449363575586,3.989895353785457,3.9764220073081162,3.971455429917432,3.9000809712134292,3.9338782792727547,3.994274149697104,3.9261450446133295,3.9374422173544814,3.9665139780487935,3.974449897107219,3.9651795094924456,3.9737708823600624,3.7065188784270067,3.9699084453334605,3.9753553036802343,3.997147105747841,3.956168028352392,3.9696646984977635,3.978807375781805,3.967905070772102,3.9921795602397268,3.944602940060057,3.9755761799766405,3.971592383725997,3.990385361648959,3.953993351837501,3.973628890940679,3.9424223190604932,3.9765454702543654,3.9790207843513175,3.961256577027832
generation4,2.0,1.0,4.0,3.0,2.0,1.0,3.9952504543741894,3.9607918696207616,3.991817652873437,3.9271664310276586,3.9957323152493167,1.8461936641556491,3.9775327957251996,3.9590201197556154,2.115466143600083,3.99259501110528,2.9254949745991494,3.890516173569487,3.9937536159049856,3.9572334298382685,2.9701200922266353,3.988090405401682,3.9953351433795348,2.114989031870417,3.9962849323200147,2.916215529243575,3.9957043158562544,3.9968256496281094,2.636809475912836,2.59728813214817,3.9409719638186727,3.9905313154347817,2.161846510721885,2.052896488579124,3.9485605029762096,2.275373920192034,3.5360506539881174,3.422797877434258,2.7497448523033707,3.9932623104477902,3.9972605431019415,3.9780204276724405,1.9899245644823798,3.6660216881028176,3.7935789493287118,3.3046108736992017,3.966334293775848,3.987865479172331
generation5,2.0,1.0,4.0,4.0,4.0,2.0,3.9937154920382563,3.9814088365137934,3.9872674346804775,3.9783764420974825,3.9840834779351315,3.0853985499828402,3.9754695802327777,3.9849168367939214,2.4967792018169352,3.9879617530163864,3.9571101649167453,3.988440947927792,3.982392828262651,3.974825606440252,3.7738162390479144,3.9129915712452665,3.9871443950112093,3.5896159378132744,3.988801304975355,3.3240295345248048,3.976398721719137,3.991777228016361,3.7021285744898083,3.4044415749438364,3.981608416833955,3.9905311318628955,3.9906573258301705,3.7871786722945777,3.9680571414762005,2.946062744904175,3.88115929455037,3.9558973276748985,3.530145062568878,3.98810960719371,3.994495320879951,3.9836859477811757,3.009350999007545,3.919595522818397,3.955962688121719,3.8991846264211314,3.9927723414559857,3.976717389271855
generation6,2.0,1.0,3.0,3.0,4.0,2.0,3.2297748864122244,3.245130272836349,3.800558263392547,3.744037287552022,3.3092889828577494,2.822001095421858,3.0784628793127116,3.6759299050415164,2.677769389768602,3.397737723188878,3.0457388839676853,3.4199869572670663,3.795848222120879,3.085772318411519,3.012793998673819,3.1415214715190776,3.3558030802888617,2.8456928676183355,3.569907832003068,3.22804430576244,3.290187545935301,3.499322251995136,2.894065834948892,2.8471662299165317,3.45109675804056,3.895811789612267,3.5000403746688495,2.97477185299149,3.7777534356677007,3.1189678162506658,3.701040338117434,3.260702319817264,2.891887810920783,3.6410221794506628,3.880206516868559,3.1980596423352967,2.845185343516694,2.9982942832611137,3.0570836248395183,2.717610017857673,3.2006130878452925,2.9934398823828605
generation7,1.0,4.0,4.0,2.0,4.0,4.0,3.9832116217806526,3.983794748022276,3.9855568925547367,3.9908088080682456,3.9864716039778116,3.948861418668603,3.9757056884895787,3.9935130111229094,3.98022885532782,3.989583206804971,3.9663368394351592,3.9961927732040032,3.991267840211643,3.970761435830286,3.959208711425653,3.9807894831037953,3.989892773423241,3.7903802618534383,3.9846732618284575,3.9775060044927284,3.981519096631672,3.9846780642730706,3.9702732848277877,3.7517215423098236,3.9918545314916556,3.9945252708088086,3.9918649353788314,3.9393980151715846,3.9963907807075265,3.9543985115249076,3.9868357689652374,3.9879098300743623,3.97649165006014,3.9940448423915926,3.9942733969501045,3.983591402106858,3.9495823950658893,3.969552087311148,3.9724843384686217,3.9812143131809785,3.993111132866388,3.9699275855639318
generation8,4.0,0.0,4.0,1.0,3.0,3.0,3.987816355318157,3.9629916840377826,3.9799597194366716,3.976215416187598,3.9939808251772475,2.764176529817744,3.9623176157878204,3.9841622213600756,3.676559201644366,3.9916197442325676,3.7481274415774353,3.965010617552325,3.966534933771435,3.9408027316437266,3.1650481962296713,3.95245766797853,3.9891451882138522,3.4855103877375426,3.9863275018422333,3.918276168170812,3.9823882017721917,3.9867044177695012,3.6066124929520362,2.864513376971642,3.982815829824827,3.9911906220138995,3.9820936532220355,3.3022570639649826,3.9899951686591932,3.8364097603144307,3.9316570612241697,3.7015407165168956,3.693514734662194,3.9825166085061356,3.9939603757540985,3.9873225466096995,3.1001783007668866,3.9726284960641185,3.9205916354803496,3.9591297271839814,3.9851212616792546,3.9923034185570754
generation9,4.0,2.0,3.0,0.0,2.0,3.0,3.5809125284781484,3.2875639198831177,3.37922967447203,3.9022755726517193,3.678672042572799,3.316689882788651,3.4187646260288918,3.9211233264737912,3.1153233768397217,3.7881500402235395,3.2058482183586676,3.984381720235227,3.845659142072941,3.0514291087120755,3.709171160466743,3.138466527692244,3.182690982055313,2.922166542688193,3.9462164614513173,3.8104208273313636,3.8844334224448116,3.497950971247184,3.3236374955091645,2.777706051234677,3.8460645497630814,3.93407337934999,3.9567181061134624,2.512827878495823,3.8481183416844464,3.5509936101978035,3.840530316074987,3.192582109587761,3.407551748505296,3.746451197080468,3.861806243827221,3.3989445313448714,2.969734443540855,3.2704384000990427,3.1572563189146603,3.861242137404062,3.822974928010418,3.448016672674405
generation10,0.0,0.0,4.0,2.0,0.0,2.0,3.9790686954565504,3.9410359823410013,3.9877642476702064,3.6822418538285864,3.943628837450309,1.0794694353071272,3.845929934684755,3.825061852514733,2.005453456164686,3.940458227314245,2.6276761111791833,3.9504062302332903,3.9167100283600527,3.791617954803233,3.404473669881097,3.9195924481839577,3.8869826038519655,1.3689618419267875,3.9549354215291332,2.438856102578299,3.976797661239973,3.9961132881604287,2.327759154192465,1.3192657095278923,3.953266095617294,3.9703439827512894,3.270016656133075,1.6533619372476762,3.9639507422924014,2.593650904439218,3.7091129122209137,3.53543102158384,2.134396353194259,3.9933580929308796,3.991341562462039,3.9289549134391493,1.6824917728376783,3.7777954199430934,3.6892936460320316,2.85381812970853,3.8841316028010078,3.958546988738298
