,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48
generation1,1.0,2.0,3.0,2.0,3.0,2.0,2.818447980667278,3.6028957579865164,2.8800275967516513,3.250232677882083,3.1698367518668418,2.8994485207844685,3.333212891763065,3.166676329830362,2.7957781453761115,3.7354428188906468,3.127722100568444,2.9863496817645667,2.972124001810276,2.9005496649811455,3.6136131582889046,3.428746988190359,3.2388663940248077,3.1636159251514373,3.486563043755411,3.1556053565349456,3.0433273216109313,3.080293616370515,3.003086779967386,3.6194240394025083,2.8865152136780723,2.9302141350682755,3.9089994048033736,2.886534160164232,3.001349150765916,3.014902190192852,3.9058167021146897,3.004823184700515,3.185665657900037,2.968231332276093,2.23647743521555,3.6388791853344835,3.6859526072416684,2.886703395414941,2.03738200063152,3.1121404393627174,3.6199565301902576,3.6458221839782317
generation2,0.0,1.0,3.0,0.0,2.0,0.0,2.957611942678494,3.1520968133522196,3.0376115935267483,3.075824459599344,3.330875640606319,3.0190337110271783,3.4675125648480374,3.0589827585836145,2.838215875104524,3.4794971726096153,3.1423923093825823,2.928143416225294,2.8931195471082964,2.8695484748458964,3.0519488627141205,3.124427626736194,3.1043818400178393,3.670579694820881,3.477660252903685,3.0190157102065522,3.261873702771661,3.117235082305679,3.0641500478632757,3.733794400610172,3.5568055764394377,2.7314934277717473,3.7134986369932896,3.076358506342862,3.137395688302384,2.953522910640724,3.6843259032131037,2.973065987991785,3.0516641662132358,3.0838930236031294,2.036885968796629,3.779751745471587,3.4954601375262007,2.769683758547374,1.669554228638448,3.066931394144567,3.3762613762128817,3.6129135735677025
generation3,4.0,4.0,4.0,0.0,4.0,4.0,3.861010551857027,3.990066158958369,3.903931527155829,3.99338239024488,3.9405384543767186,3.9582059167380557,3.9819417988772945,3.9684605654908167,3.8905737028285556,3.933153422488981,3.9674368206095463,3.987914701663912,3.913314744642106,3.966023497058958,3.977615333496542,3.9884677911955535,3.9941112717131664,3.9404705714499726,3.9733226347318498,3.9845762027019918,3.9786240139901548,3.9918741140496143,3.976769032747686,3.970663264555357,3.980643142795284,3.8930149353476313,3.96021352818954,3.9599489735362514,3.981497463489141,3.91581401315804,3.9663979499297497,3.9598630335804366,3.9866519881778686,3.9171528662892294,2.987510677976972,3.9891020293688415,3.9274945598077484,3.890843611730927,1.728739292470229,3.949549213377115,3.9863931289881105,3.9600134759314165
generation4,2.0,1.0,4.0,3.0,2.0,1.0,1.920954024253087,3.9883353501845793,2.6871772976600736,3.9884635391580727,3.332385386904511,2.1496105812624617,3.995625173127508,3.9693256569358923,1.96411340133327,3.990239389861115,2.4653657365981627,3.12263007141184,2.179988331997867,2.247092325218332,3.9802651757388903,3.9915741839067542,3.4930677771338674,3.7149264986993042,3.9964808902721884,3.2767845557760937,3.6865626268638794,3.598001320224677,3.093016845474238,3.9826405827013103,3.443390858356306,2.118380255349681,3.985588731376703,3.077721351976932,3.2395963459136694,2.412932527691429,3.9931180175299716,2.6334514862755367,3.9876892130989994,2.0588589176312944,1.9665251173497988,3.9987053567155906,3.3961263190958215,2.003697907392222,1.3589152422062587,3.62453204036385,3.997515556815454,3.9422284002938226
generation5,2.0,1.0,4.0,4.0,4.0,2.0,2.549962633303841,3.9860449123406476,3.751326920954229,3.975012772735588,3.9619781115653434,3.835068168513075,3.989699662614537,3.985892734986121,3.41432124311118,3.988716364119069,3.9406603793560917,3.8390538821393734,3.67994241363466,2.179942567156128,3.992807484314943,3.963051359172806,3.955738742217436,3.9650354637262346,3.985238733563273,3.9839998461526824,3.933127989319945,3.9784922200629578,3.8962071940105036,3.9729217561384833,3.95163057214829,3.535405827972857,3.9841749454051656,3.921719990740395,3.978270816682101,3.2080998131737215,3.98940373542773,3.8916441578174883,3.938589481563998,3.732419486557933,3.492833571258837,3.992483872186073,3.892573311392355,2.7991186415601614,2.703782492481233,3.9664789120354933,3.9929104098516692,3.9629778561393834
generation6,2.0,1.0,3.0,3.0,4.0,2.0,2.5285223367568825,3.3836802269242026,2.7560456810421705,3.1140000386080517,3.0588707088024174,2.8137025352571237,3.278090519878024,3.5096176371156913,2.7156116613114136,3.7443755984677103,3.514477565784566,2.960171870392144,2.8941248897017737,2.8506702800617916,3.6179103622805044,3.759843679357206,3.137513525465904,3.3973741588723234,3.4930470856955456,3.094764387015087,3.9609181663433524,2.9263461215386286,2.963985855250341,3.8104616946286503,3.223269938224286,2.907054512220619,3.853129569188022,2.934278271751939,3.923216609197342,2.9788460675131745,3.811402244702197,3.0408491407302467,2.9717774883379002,3.1257948899401318,2.5660068586760922,3.422187623955633,3.5359225385568394,2.8811731716567195,1.685304911035253,3.137583059305665,3.0727717839202855,3.5488983347273537
generation7,1.0,4.0,4.0,2.0,4.0,4.0,2.252648325590902,3.988839722176406,3.982145183640068,3.995257782384127,3.975359975863069,3.9609726690022953,3.979345941962121,3.99245988590936,3.960463097564443,3.9869549521314522,3.994740157987448,3.9026871255329003,3.970389420423128,3.987731976939885,3.995699488743747,3.9912136728109977,3.9924600788913915,3.983578213441399,3.991892950320857,3.9885214726281304,3.9918227739563386,3.982386151375475,3.94589861638229,3.994790679524112,3.9813454473881165,3.7690237781298084,3.994382374852208,3.9597502596478837,3.995194970334295,3.986998844257086,3.9950791388966707,3.9369326814593424,3.975087533824615,3.9623007539765225,2.429988971475363,3.9861532233546666,3.9837799750711036,3.52672079236414,2.522417909870667,3.98805855802022,3.989263162637711,3.981105428226687
generation8,4.0,0.0,4.0,1.0,3.0,3.0,3.118550130471741,3.9728064898501763,3.6285653904629602,3.9906068626838875,3.7315843482317614,3.4151000836836474,3.978619729902737,3.984252361092864,3.124763527488464,3.940744131779308,3.958310733915941,3.313782168866346,3.861820894174271,3.8783703692528193,3.988931670526687,3.9858446377920895,3.9528427222459857,3.928055409409053,3.995977738346882,3.9696177339029926,3.942524477257471,3.911117620196291,3.9011273797671695,3.9939532585754263,3.9684794530566894,3.9034702179129956,3.992917928897483,3.9555001381914647,3.955767991675137,3.501656067164885,3.986818265780093,3.7520608588543216,3.9841107648268355,3.728903600016784,2.9265197598891683,3.99581914613354,3.935831317910793,3.8583611199915517,1.9853673182450398,3.9488982644644794,3.9882802140736473,3.98167662908505
generation9,4.0,2.0,3.0,0.0,2.0,3.0,2.7670611791980484,3.71150691007105,3.7791981947101276,3.630342656372554,3.0476755930804793,3.447002636421082,3.386174031408342,3.8077436043842607,3.2244778659546034,3.8319582862514796,3.9783347409670293,3.473109260922036,3.576421087505412,3.9157259717352693,3.205747936636874,3.6960921787318215,3.3897406858003176,3.939513530807758,3.7557743597109443,3.8317693333446425,3.9757247096899677,3.47651368030935,3.5345085095248012,3.9515202138101526,3.9644847001812242,3.216836481464994,3.9243291636306807,3.816923208094849,3.9836720630801246,3.7250868171685756,3.8538923265810996,3.77106940146744,3.1056131501275126,3.144502111339154,2.088720032658238,3.424998427652123,3.9703642136106576,2.919730320971953,2.484454133457807,3.2588187858246496,3.289776866247426,3.758529831385737
generation10,0.0,0.0,4.0,2.0,0.0,2.0,1.8332034336871839,3.825206299444033,3.445055507712915,3.665653645664047,3.3156154979566117,2.1189452994607825,3.930491370805498,3.9545558300766035,1.7599077267217058,3.9618802298122984,3.5167889484797947,3.2162014154377125,2.068429411034658,1.239774273583775,3.963843714364949,3.976392828857555,3.837057416382793,3.415484005552823,3.9858796546382083,3.538623832776834,3.614616195291499,3.8745436985567427,3.5481463235010064,3.9161159451381926,3.327136114173123,2.2341260276600328,3.98937516527055,3.5904617031802974,3.7825584040219855,2.539470407835176,3.984505543343106,1.9104538520271575,3.944278712090679,2.7196521295526024,1.3253594721170394,3.9977474808254314,3.110293077683647,2.6217983223552057,0.9532073545597446,3.813640145701635,3.983257819310655,3.9472109233250134
