,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48
generation1,1.0,2.0,3.0,2.0,3.0,2.0,3.882013926959248,2.3118357187282563,3.1269836348494233,2.4475384597785994,2.89209036847506,2.831208695372519,3.1864735946678073,3.810034284099542,3.4643265652588866,3.879411174519897,3.7080881448212413,3.009744031799589,2.9745108888343372,2.9224641628362624,2.9938978856058753,3.117811510780946,2.3486265731843705,3.0196572380144397,2.0997772316563474,3.2102137915224436,2.9392664801897235,3.371745427775676,2.8028912176537064,3.2792375317589504,3.431394511513776,2.7535207958597754,3.3816453611094044,3.200246540802788,2.975306425301264,3.3965753988748197,3.0191084871643388,3.236194236217357,2.793934596273285,2.9736416495317597,3.2405945798955367,2.807686341596712,2.819049861934581,2.8689882648552945,3.3780120537566445,2.9437783169691834,3.804416099437355,3.8924436683961137
generation2,0.0,1.0,3.0,0.0,2.0,0.0,3.6300363771317863,1.526075700970913,3.0874702852631124,2.8353867646672835,2.8607836631171595,2.7844249423694754,3.2866050610495754,3.50613377645161,3.4736139849097163,3.7962581709809253,3.5511923565567307,2.9710974723030343,3.037755775753969,2.928749994985357,2.9647547377220933,2.9758484179643387,2.58953668780008,2.9689912285999607,1.3495687568271302,3.3604138386175055,3.309825013439411,3.6355524371597965,2.5033702452800246,3.469513760115711,3.1265205659554476,2.9744680066327693,3.106106367945628,3.130295777906215,2.945531414942541,3.5121336141312454,3.0473477641409277,3.0448398965455596,2.8733098863671684,3.1003210316360574,3.1637082210179255,2.9355892918579025,2.8575442683098187,2.9734182698677216,3.002945492968976,2.8380664295286544,3.3820051421996267,3.8325736251186466
generation3,4.0,4.0,4.0,0.0,4.0,4.0,3.96618466961073,2.5502617256586895,3.8993346211678483,3.9744571373754365,3.653581397732919,3.873348412479347,3.992385778620955,3.981655564726886,3.9847896407319383,3.989586242767877,3.967516148548156,3.962646614722426,3.9648504438590386,3.9808921251667173,3.980528477841087,3.9868500799293005,3.744072568800095,3.9860021602073865,3.838507661873061,3.987477289795517,3.9892749804065355,3.9596900987881662,3.8958183772191615,3.95061685612835,3.989672421725748,3.981437195256971,3.9851120498574284,3.990611956823971,3.7795597152802216,3.9850485474070787,3.956608973911,3.9654261287239616,3.882747731810227,3.95999728267881,3.9704588014902433,3.9134049496982444,3.6448721030502043,3.852402385685312,3.9729768024867824,3.9637115840930384,3.9809784685079004,3.947764679681844
generation4,2.0,1.0,4.0,3.0,2.0,1.0,3.9652805546137326,1.8478891383347147,3.156145830756677,2.200364236393449,2.7225392457928894,2.235166892257391,3.996050306345336,3.996181141297512,3.5892847239303007,3.9882165805978524,3.950738895383437,2.9334956458363597,3.1434055314939644,2.7389335125671237,3.052198692795746,3.9796119864552892,2.1282993915103314,3.6550722855936653,1.8786757655957163,3.9869849604901173,3.105499698530125,3.9685588213166816,2.0024019156925803,3.6538761224780223,3.987108069819586,2.5530934069614704,3.9668310071182837,3.31796392480281,2.362743028042015,3.9736326142688037,3.7229987053454066,3.979115980520382,2.0386633675244035,3.0662710828895565,3.987889623603848,2.38832531733656,2.1905993179051895,2.039132084315342,3.9919143914000936,2.0316363027098805,3.9970608325115924,3.9894833087341497
generation5,2.0,1.0,4.0,4.0,4.0,2.0,3.995373076336591,1.6761927780944013,3.678867943729802,3.189052326872583,3.697878623471966,3.5117529004113006,3.9918602497779343,3.9948515238788125,3.9248111971547472,3.992492212098576,3.969662133907346,3.803517293410456,3.9454861731239443,3.7058136368864654,3.975006662819179,3.9942588774010788,3.0101698633215075,3.981835738172823,2.8192135788110613,3.9727916411091972,3.9240342238881953,3.952495428448104,3.013509024764794,3.9797927647122076,3.98772425752863,3.716739617498795,3.9790331649321495,3.937979685850345,3.843154017828071,3.9738956108759274,3.964665719620978,3.957440855978338,3.5086618763467827,3.8484649849737047,3.97978227392835,3.7860159719846114,3.657806314423318,3.581655210460389,3.9904313282090547,2.5255252892265334,3.989998045822223,3.97875359774987
generation6,2.0,1.0,3.0,3.0,4.0,2.0,3.856833336404423,2.374023178009359,3.216038567856623,2.751167176222774,2.7495836226114476,2.9024704554716503,3.2710599669515616,3.8294790121316913,3.524844656725411,3.887582752420129,3.7841120768814247,2.724727541231598,3.1591070518884097,2.723195138199853,3.0433049647098867,3.3240155215550033,2.7549435238214843,2.9416072727449776,2.5872893465679345,3.063860468039887,3.492415849075336,3.2777198987813874,2.759523933633373,3.3649868265966463,3.721909258967389,2.9485808118248533,3.454064831809447,3.518870510132387,2.980420944037508,3.532646734843175,3.0323392093637374,2.550823816409721,2.7528428777697878,2.8769385331635964,3.13762700888911,2.788030591538419,2.833381768099366,2.4613931576352557,3.1967155853211096,3.0350891289165784,3.637408823882822,3.9015680845898615
generation7,1.0,4.0,4.0,2.0,4.0,4.0,3.995596327302378,2.0624834484605303,3.968364443100911,3.965239495983138,3.920100855097193,3.9045939744611453,3.9854114993765295,3.9850308360215494,3.985407954482866,3.993689402002503,3.995004028822781,3.978939333655724,3.992174186151185,3.975790626996278,3.980822842216279,3.995953226589323,2.4968826416888152,3.957350434852828,2.890630148303668,3.9903407565600886,3.9888858766040567,3.9871048181368,3.8545258719159308,3.995200605556582,3.9828850374859437,3.988401148469943,3.992358579142467,3.996663201200084,3.8926870861694187,3.9784199590776947,3.9276990978105704,3.987632910519999,3.4807243150478864,3.9753434949355255,3.9950253500684805,3.9682358154748245,2.7306828820872693,3.2883516597074776,3.9762972385710915,3.9780439716163785,3.988240208217357,3.9963738537341644
generation8,4.0,0.0,4.0,1.0,3.0,3.0,3.956509764336473,0.9053490443036035,3.7019367950092685,3.1458667474417763,2.9173126610968625,2.977755974932344,3.983163021195353,3.988051249003893,3.7105659390994434,3.981976977660836,3.9183781899040104,3.4065011707588737,3.6492700039931023,3.1246307410295797,3.6993415538626038,3.993120915756379,2.705600251159898,3.942809093347972,2.8916880725783143,3.959427690744858,3.9664818649801723,3.9451521576508215,3.1123293672871943,3.9496935596354126,3.9653355994416586,3.527434393636179,3.981639684176237,3.980677068573876,3.3849165304620477,3.925972063276315,3.97700897535736,3.988220090439607,3.773056360382228,3.8477070488989935,3.9723110663965038,3.2224347343806006,2.9625398680085526,3.551268239343902,3.982654144698406,3.9129386762451963,3.986582879252154,3.9599801954811022
generation9,4.0,2.0,3.0,0.0,2.0,3.0,3.966954127994156,1.7468780613234558,3.861169004552759,3.2895710449312205,2.4988174339159133,2.888991885317974,3.560966696755226,3.782681402845727,3.8433719219608604,3.9706789859838008,3.833450752679631,3.190595238692639,3.3133121864347124,3.1749997408906894,3.0097480272388455,3.3346233081097973,2.265609428966865,3.1371329979936426,2.7563806213289275,3.837389972781894,3.9459256509597416,3.756092146260506,3.1160092812336253,3.9471659006124433,3.215161833643644,3.4359372828740646,3.759572037677655,3.959923462727437,2.906709172776068,3.8914084076461344,3.917799221529504,3.975969834810219,3.898628810357148,3.785683350659336,3.3287307982132117,3.648370243811176,2.94064996348069,3.370096207790526,3.145693903419249,3.938937782643078,3.6158184648631666,3.949619289751162
generation10,0.0,0.0,4.0,2.0,0.0,2.0,3.601995535414423,0.24203990355191046,2.735429108823881,1.5806531252743572,2.097278727150294,1.5875907964553009,3.9909527327845016,3.93848400508642,3.2268886679378945,3.974882460291589,3.9126722370779943,1.8148741966694777,3.7097435962912795,3.228715268912819,3.6563893840430794,3.8512517218910083,1.9031776563303155,3.696294739109431,1.5577690646761975,3.979302935453961,3.696249391368168,3.930982532549114,0.6013621255834591,3.783665629954939,3.8515318581626485,2.1787313268332573,3.9789497182397198,3.7870080420102132,2.1575811866837467,3.9334611417125247,3.8708415205255533,3.6330835932936734,1.8565982003582264,2.9966931286370677,3.9296805320826187,2.114490250340007,1.5489904793424871,1.5855538372540436,3.988522846913725,2.850000054355966,3.942733151072052,3.978825844384346
