,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48
generation1,1.0,2.0,3.0,2.0,3.0,2.0,3.8424680783862155,3.776463620829035,3.8285686605946756,3.436338880311275,2.856839799934074,3.1233942729034556,3.7517762360114,3.1462349208126845,3.187183660676572,2.9361084411040843,2.90192070374946,2.994763747008062,3.747922032673074,3.0290372545396727,3.0759010372596105,3.811111357177737,3.557847389149689,3.908221320842578,2.988177198912088,3.0284632329342362,3.7741912978868757,3.257935434337282,3.810867041883001,3.5826291075718353,3.422059683418553,3.1002999865252727,3.194290886591448,3.6732660366156225,3.901928570456697,3.8879419911466697,3.8565278442009285,3.158239100470849,2.86882133368209,2.9942696561665443,2.762890237066673,3.697661930895835,3.5746303807069233,3.0639820912811304,3.949767475970651,3.856919377159507,3.130504926262091,3.031267988822181
generation2,0.0,1.0,3.0,0.0,2.0,0.0,3.6699194824780115,3.4984868826037645,3.5237189685000248,3.3634467085083224,2.743766371062555,2.9871029131238074,3.8810831979679823,3.1217587544248304,3.0921513091073076,2.80758381130051,2.8486652575167293,2.7757102784877987,2.9990750604378706,3.131580567278894,3.10808733478792,3.6761601987717443,3.0343289742579067,3.850887005325802,3.055452015456585,3.2317307570565545,3.765096384523026,2.9806515452179294,3.8341895097270062,3.805692475934354,3.0564802961232367,3.251035214950081,3.1961546803911833,3.338122153561349,3.4785936525892183,3.786489931284352,3.5606058211038207,3.1669666347983316,2.6320298448201345,2.853539153816262,2.8093546245967924,3.1053167588533457,3.1836191452536093,2.990756447340106,3.8542473476306003,3.8073487632482843,3.082798310008818,3.0563981119102475
generation3,4.0,4.0,4.0,0.0,4.0,4.0,3.95807363484127,3.9835929750542207,3.992436288000645,3.9789995744627578,3.9744310433164336,3.9874197729613527,3.9927489672034593,3.9716747263676586,3.9615295078768136,3.778935438524558,3.910466633218952,3.8792268230928904,3.991719238744357,3.9873429580481816,3.964174120642697,3.9925449193480524,3.9953588945631164,3.9613158152583403,3.9979498059644345,3.9882844858606705,3.982062536742024,3.982997805278508,3.980533607776905,3.98096109582264,3.987708750307405,3.994734990330349,3.932927992461996,3.979323927524744,3.984393206430217,3.9378363450694875,3.983278456556654,3.9927507612500532,3.987276199836807,3.971219915655827,3.884147031255231,3.997410165073128,3.992833737287245,3.9813243788465473,3.981517044146106,3.9453942301534903,3.9142351109576037,3.95447831302948
generation4,2.0,1.0,4.0,3.0,2.0,1.0,3.9736837772638394,3.974063899915164,3.9945194040381136,3.7449363687980366,2.0746691868481544,2.8305492940160306,3.989420827706527,3.8032630858222043,3.9573457617166357,2.6050569914648305,2.958975489067752,2.0685171441693395,3.965970953004168,3.1926365383674353,3.4626621263975808,3.9948292709826805,3.982915378300635,3.9935408920492597,3.480709843045582,2.176667841845529,3.9914994469342706,3.7287447523578283,3.9928725346954366,3.7726811333493866,3.9663731456768603,3.991523569479815,2.8432086656902804,3.9823927689051426,3.9811669491632964,3.973134383178207,3.966648060985391,3.306919515571846,2.277485975048416,2.608271563236468,2.073648090400346,3.995208032283138,3.9934532881159206,3.080373227075547,3.9781188871811586,3.974881108629445,3.31312500677506,2.634666098855883
generation5,2.0,1.0,4.0,4.0,4.0,2.0,3.9946478426232566,3.9792509334499457,3.9826481495280315,3.9851901531406724,2.37626591320671,3.8496905166770405,3.961367326777706,3.977002020172974,3.9715044504778176,3.759633967551211,3.932266028095833,3.814919306737176,3.985538124291018,3.96238619287962,3.9835152802057756,3.9947467857537866,3.9917945031090865,3.9964581207964858,3.9784288000060797,3.9896804827593195,3.9865363876479196,3.9740914284210413,3.9909764618447765,3.984302965783416,3.9753385429584642,3.981397061609666,3.5839571885554733,3.98623372259082,3.974594859792975,3.98617026428533,3.979438363042182,3.898193449416297,3.9022983262785265,3.9183203373255644,2.7907021589253183,3.9855245115145053,3.992342218182331,3.882530681847546,3.9881698108643846,3.9765739601860584,3.9135748039507963,3.8165695777803377
generation6,2.0,1.0,3.0,3.0,4.0,2.0,3.5426614329594215,3.7387572489436827,3.4832834534114445,3.785715210202682,2.9376616149025154,3.0405358599654537,3.489596551260754,3.0520842348989565,3.1365979449281163,2.8850987973974576,2.9722931956979033,2.86286537276343,3.7610111111827966,3.0442377205664792,3.229717070380155,3.8460540732582165,3.167736573822357,3.7786763358321984,3.093320601302603,3.854188301394582,3.4712377558471648,3.0154101588788844,3.510746597700542,3.7985128155661427,3.2867436887651844,3.3225528441687056,3.4899423915554673,3.8016854838864713,3.866356885818574,3.5629775070426155,3.8372742033542835,3.19935334479682,2.869505647891093,3.7376878535560594,2.6532341228080156,3.86084637796916,3.16085553961584,3.2396755570285958,3.7996958973852073,3.7669384841677886,3.2433043617725885,3.021375862728557
generation7,1.0,4.0,4.0,2.0,4.0,4.0,3.988056971763988,3.9855965031892056,3.9911767422098694,3.989745437887356,3.918863574129838,3.981108952103452,3.993496069653591,3.995126062456534,3.977009032200227,3.938512110091626,3.979181370927528,3.9125817560658973,3.994025855666084,3.9776240056145973,3.9614221511664383,3.9893139467965564,3.99483472866987,3.9931177201614134,3.9953189753267524,3.9971669676666037,3.989271474514432,3.9909714388349538,3.972093654687398,3.994112079647744,3.9834920305217176,3.9928559179920233,3.9925596498028306,3.99439408040404,3.995569294103328,3.9765387236666214,3.993137225727587,3.989674663962259,3.737708039494176,3.9892999874875708,3.951016878323095,3.992185586559106,3.9893874111526704,3.9787484981835153,3.9900086671294397,3.9919320193511396,3.9088964964890542,3.96611359936503
generation8,4.0,0.0,4.0,1.0,3.0,3.0,3.96770859744047,3.986089358832981,3.995434653504398,3.98450863240452,3.2406203698186413,3.8868920865244427,3.997541957622994,3.96161836186761,3.9654396557045644,2.8073841256390195,3.776260185158733,3.56575595452596,3.975040838373045,3.7438452462409826,3.9875521790390027,3.989418874122393,3.997417720351029,3.993493305302148,3.9706290849479515,3.947523278446608,3.9859578088089727,3.8286085195035806,3.9834869389198393,3.976100400586347,3.937001187156023,3.9835622820159635,3.7072773550349973,3.972290001709452,3.9865440086142843,3.979824394418633,3.9818480971578745,3.859400961055192,3.5231749651352122,3.384128739245864,2.285475931479575,3.98213199282549,3.9737602307959796,3.9324297144729536,3.977668826332516,3.9768312378440163,3.634463823757983,3.888223113005745
generation9,4.0,2.0,3.0,0.0,2.0,3.0,3.6115546559470704,3.8836822149104226,3.3367442633218802,3.85369903272692,3.724324636595022,3.9095643101063686,3.9194172435064463,3.4127679507124,3.1165152400549228,2.7215116550130545,2.863684629326381,2.8783093014840735,3.705989118999729,3.0241892708508256,3.4699185658190346,3.438572402408841,3.5827763070384493,3.896938808010087,3.9354395141006657,3.9075428677572064,3.8165094718140176,3.332559946098641,3.89254536788123,3.887989419640506,3.3034607369742295,3.6676546504082874,3.8392589346385817,3.8082070068784954,3.875861769312463,3.877504593283341,3.822250149044449,3.877385589026462,3.186590314063665,3.005280079207433,3.0775002129162665,3.3355824840614767,3.4593948967598154,3.842742431556837,3.850941931505276,3.8196865075212254,2.8969142396234266,3.708360539415582
generation10,0.0,0.0,4.0,2.0,0.0,2.0,3.90868834156029,3.884274848059228,3.9912142069247225,3.968361069447633,0.8499107979381173,3.7705959790268007,3.9260227872287685,3.601707301683677,3.938842217976182,0.16386146917311753,3.310299349130677,2.0782958489459764,3.9869621258123202,2.795837119949267,3.9635761629666404,3.995384407141379,3.9704800233032995,3.9959967115410873,3.7120324830217886,3.305164023497825,3.981174415342971,3.840390751122023,3.894720958688647,3.9083063957430864,3.9254459415953042,3.904571510119301,3.046363611368551,3.904259703434205,3.9707432728137193,3.966974577381247,3.9701520716116203,3.7539033774312642,0.15637795312259103,3.3445967748220915,0.8665861318632248,3.997336797897976,3.986011342508904,3.8953638411057683,3.9273922173009184,3.886692295604167,3.6802418096685763,3.1585833893414104
generation11,0.0,1.0,4.0,4.0,4.0,2.0,3.9344354091088003,3.971677189532954,3.9485579503370873,3.8932976289722094,3.7405165009283787,3.787878583251002,3.9568723159628525,3.9502594983698227,3.9661658470783046,3.6284432756452984,3.76474471892994,3.407505410691872,3.98539586374574,3.9242462333789407,3.9797041848122654,3.9873462480701036,3.9798027704804477,3.9924202228042556,3.9790368190480394,3.951485058079757,3.9799637416009124,3.9816452049500484,3.965315020550431,3.9893561147830328,3.9424298834773803,3.973913519940541,3.426823072366358,3.983794760533893,3.958745000123517,3.92568747675284,3.9886490226069387,3.9581018683636233,3.6366607448278865,3.892567186449452,3.4617967219614743,3.989996807875608,3.9832091967478203,3.9536309190347927,3.9815491674879997,3.9887695650117156,3.955131714403768,3.915378971180398
generation12,1.0,1.0,3.0,1.0,4.0,2.0,3.2638731154620233,3.4087538241738895,3.084586383656091,3.781298976654192,2.8136049249816493,3.4165809886775795,3.4809771263575007,3.0575478545470625,3.161725378657096,2.967243087309767,3.6351378781143397,2.9736921662838376,3.5651341628654447,3.2150786342684663,3.1195334803260435,3.793331933583152,3.3322861852520957,3.5625429557924844,3.7471492491961325,3.9239196960714935,3.299274562682816,3.2471970788746103,3.625832113998316,3.576859083423337,3.723225439777297,3.6050131391052,2.9944666241288624,3.8671187412047345,3.8009761602565137,3.41362566304413,3.535318588648348,3.7557067535377895,2.3583305840859676,3.8781518663843135,2.979710089904486,3.108227189986168,3.3008034075732704,3.6991424198604115,3.4608809715445066,3.4693194372228446,3.113940641103445,3.6575557040791438
generation13,4.0,0.0,2.0,0.0,1.0,1.0,1.3231328794211255,1.4773215437539102,2.7189400487963065,3.945615476335389,2.896720180801579,3.8205204983520287,3.786680074588858,3.8928231742625523,3.864473377279444,0.0851292808388592,3.266886067606719,1.6523382981629053,2.536883481928357,2.233410394651049,3.971565410363447,2.0073319539157763,2.6511882535252353,3.6645620932043266,3.7514924188934593,3.9086977292083303,0.4326140654636397,3.674111987335595,3.7840532323788985,3.8664640232927527,1.8423310017754773,3.5139801057131197,3.693618611507623,3.91036428621998,3.96950276761037,3.465472899480697,3.26480732460092,3.8196117749254848,3.9030558181214707,3.161509607786057,3.5721133501625464,3.734536352224046,2.821612778914577,3.931921683683843,3.83849256867806,3.5434165310634933,0.04694338040007232,3.642040886764672
generation14,3.0,2.0,3.0,1.0,1.0,3.0,3.3438490488740635,3.467812372480799,3.506618935614479,3.230907651598593,2.9595114567515344,3.0328300054962365,3.4459975278232777,2.9968702831432346,3.2631461478794206,2.897566746932167,3.0543552290062976,2.9154636787843584,3.164528426658095,3.01356413752338,2.970549480227598,3.636131655546551,3.2070664080844313,3.818274700109778,3.0426218500740063,3.008410387495736,3.394281852151093,3.055494248878615,3.6382983944119447,3.2978718012921586,3.7102652026099583,3.2250916380389674,3.0556612712425433,3.836961999779241,3.623737735442975,3.782332103786107,3.2636828556679767,3.5462106631728774,2.945793930835267,3.0269870125543226,2.88274881920119,3.3981971714569967,3.118795846578745,3.0398901035678842,3.33208116869715,3.405368763241823,3.1478693013094428,3.0279559762485433
generation15,4.0,0.0,3.0,0.0,1.0,3.0,3.8987412411775346,3.9426952283596255,3.6005615081655806,3.894128037801389,3.347704454773181,3.8450587139768313,3.8947130076275607,3.633382189783588,3.891795394651045,2.1091013978568722,2.581821468431725,2.997919266488014,3.8293569047651466,3.5538870862472356,3.7421064723537927,3.358965808340164,3.859165681241184,3.744583995988073,3.447707236633414,3.914600759154425,3.9474684624815475,3.740287254865078,3.927413232357806,3.9181350215585606,3.4523795467495932,3.9120071972773416,3.800672176023423,3.878287887033569,3.9706548802173947,3.8186635033834517,3.669322900907994,3.9346659072149,3.8406704690844156,3.5298091945417367,2.1232251313319415,3.290521413185238,3.493524617887785,3.7664493015528646,3.9244158833610707,3.9172717314367653,3.063274270938223,3.60135185506149
generation16,0.0,0.0,4.0,4.0,4.0,4.0,3.9729070743904753,3.972813589714351,3.994821205757633,3.9951948259896657,3.8806912404629754,3.9721812032562083,3.9939984658737844,3.9871731821803973,3.9787388338072223,3.9155090523957203,3.9651886726275096,3.941208739375427,3.98413035401724,3.985990761508969,3.9890278103143784,3.983442963740128,3.9388032050735227,3.993063233529429,3.9944314685823095,3.9861114331505734,3.9930172969077895,3.981162075759834,3.9873577251768526,3.994946288686244,3.9724573598247037,3.9789775420642552,3.9752893623247667,3.986233185151799,3.990354581776813,3.994807455652782,3.991703149239674,3.9916299352981564,2.4268559897201967,3.9597438728598506,3.2667444244096866,3.9971066936496973,3.983534689485822,3.970990608985378,3.993959102156841,3.985771656049406,3.9904681438316234,3.9875943740424544
generation17,2.0,1.0,2.0,0.0,0.0,2.0,2.040200239500701,1.9558551490374592,2.003018884475885,2.16364281867701,2.0229929211118285,2.075386691802008,2.0832891088244385,1.981473022243789,1.9479795657993217,3.588544965225341,2.136254936670256,1.8780203371536055,2.0106747626591837,2.34083460431713,2.0179994692122274,2.106107295736193,2.060756855974415,2.531080988039597,2.014481105684961,2.027490614147517,2.0813034926915543,2.29039339478976,1.876841954708957,2.7139481183618726,2.0196092239989296,2.0314707650423736,3.1892804350896435,2.322584509081916,2.348433838018282,1.9039468552808643,3.014353015682855,3.5500813776507623,1.9950321882901774,3.5040569597040903,1.9596640825165985,2.0268308313881134,2.1692992198013856,2.2245681834132753,2.4773031937622507,2.6023309495562765,2.2143285277899487,2.4611537916880852
generation18,1.0,1.0,4.0,2.0,4.0,4.0,3.9134308922573156,3.9773889800299047,3.9813850053227404,3.986703622316189,3.6503929684012664,3.9367002869510896,3.9613172585496907,3.9278818496290007,3.980243249980007,2.837904402248696,3.885848914872729,3.7485098677609514,3.989769366950198,3.962481912645127,3.9430704638434895,3.9914225759200286,3.9897508616134174,3.996846006439635,3.980453658460201,3.9865360518926036,3.9675519867718965,3.9642823812851136,3.952083200510956,3.95028658600473,3.978853658115778,3.9865802641448695,3.977188081272115,3.9725318050397305,3.9792446176302003,3.936352747100098,3.992039192615886,3.9390498917117776,3.8320795510665517,3.9489587030759905,3.3341056335791905,3.9946702119499062,3.99074434545917,3.9115991959034995,3.9303025680979395,3.95571990157217,3.975035898444673,3.95323718216657
generation19,3.0,0.0,4.0,0.0,2.0,4.0,3.958195806756725,3.966193993088146,3.9942162301483224,3.9767342984111833,3.3758859691252603,3.8719820471473736,3.9931988031125156,3.8895007245390762,3.932346795449388,2.9593748525942662,3.6192636038965578,3.323261708146173,3.9498354147975907,3.92049791717108,3.964054726792594,3.9928704939146384,3.983279083249613,3.992213838220719,3.94377945257564,3.870817437298459,3.983825382369018,3.9309119254411975,3.9807430655506004,3.922346827351782,3.991289380725693,3.966362147714509,3.805652137546232,3.9260545792938597,3.986214078020701,3.928729683794049,3.9592165770461127,3.9318708292336404,3.1130102340759427,3.765384916252999,2.9122019346453194,3.9953075334673627,3.9711154701545626,3.861419486776334,3.972859818118517,3.9706344112518677,3.6668757102299936,3.7221921663830484
generation20,2.0,0.0,2.0,0.0,2.0,0.0,3.167178283480578,3.045198069759219,3.2765983175874602,3.273691183857285,1.3022334323859435,2.716724726190726,3.5935333947598305,2.203684687219847,2.0631766518658785,1.0074685660895555,2.119397984574459,1.5728350060564686,2.8391406256964693,1.927800419442661,2.0083031653381433,3.477883647234248,2.2539028055997066,3.7125618100932027,1.8217724989650321,2.0755726735386957,2.7945617203834114,2.148126187575159,2.301493199220517,3.3787223322969293,2.5285413953030376,2.4128066536580017,2.122949345726315,2.9553498707256343,3.7836181615196014,2.8961801054284857,3.458871594025692,2.95242346425578,1.8239862713604147,2.332975528830354,1.690222237197873,2.3937808518963455,3.0204046988251316,2.6059255826033296,3.8859145769614867,3.8212204150414686,1.7264043801959474,1.9723807297878897
generation21,4.0,2.0,3.0,0.0,2.0,3.0,3.1668993129916454,3.1981565138237453,3.087323852091202,3.7352050489181208,2.8884235538422036,3.6446124470736097,3.6637847233570673,3.082237042034729,3.0975644188464764,2.732678986354224,2.9078407724900432,2.9561303255701374,3.2720919858930015,2.834106739432032,3.700286556667193,3.0393734270391364,3.069618510327034,3.635037623830932,3.4963998580751734,3.3156446541219142,3.231311314514298,3.0040086494249705,3.7248006541648313,3.7985242768231906,2.9100079747641034,3.4385391160742698,3.489300597823012,3.206219413323025,3.1431813276926137,3.5706465822985214,3.07141762206207,3.1227515272632225,3.301412359257758,2.717331317001545,2.5040881842111986,2.9524961220742654,3.0428155497523073,3.6709464996069423,3.19370143863725,3.466495600410966,2.891526744073965,3.18175467776036
generation22,4.0,0.0,4.0,3.0,4.0,3.0,3.931277332002832,3.9768732377260947,3.950406996567718,3.9354001073626197,3.9359975884637044,3.918447032106575,3.9526667739134433,3.964030545082602,3.868506317701701,3.7234313058880404,3.867522201602318,3.678442542692604,3.960562942330222,3.948115815775853,3.9546387640884046,3.9682169894505375,3.9783844358636893,3.9758444922591063,3.9475846384379705,3.956640453190259,3.9132987862644657,3.963722316684142,3.95301084809688,3.976439157711015,3.9531576099543044,3.9839583089965545,3.8974920951382734,3.9509526182915744,3.9669998071653776,3.948538623336449,3.9354571222130055,3.9581786405584056,3.8897572781109058,3.959411991387011,3.832258968031025,3.979056743990375,3.9729223023474707,3.96271577401246,3.9747812599797725,3.901019663054077,3.6396168097659847,3.889442445352957
generation23,4.0,4.0,4.0,1.0,4.0,4.0,3.963389856428769,3.9703802190757003,3.9874369953429563,3.9892722765947704,3.956483271212507,3.973662562386688,3.9854259198801802,3.987112391202923,3.9801424655818485,3.7443980886707653,3.948372438705466,3.7539856578194297,3.9855112623716487,3.980642121447608,3.9877037724151747,3.974532638746362,3.988545740065816,3.991028578485915,3.986696264724165,3.990904355678355,3.9876977291413005,3.9945946022943075,3.9453575815118853,3.991581597744722,3.9371295817032084,3.9886506257908203,3.976703228799634,3.9935921877522484,3.987816972519979,3.9708757164225164,3.9904093674896273,3.9743075843340914,3.9742984914574446,3.973464355161974,3.894923737931368,3.9883722248171747,3.98560007940162,3.9761181355659416,3.9458482934940258,3.9708770109701135,3.950323986156878,3.9710890481679035
generation24,1.0,1.0,2.0,0.0,2.0,1.0,2.090793106944249,2.876663271263854,3.448493223953278,1.98068822017796,2.01317739464463,2.687748160863521,2.5597809465045147,1.915946686174397,2.1675456025184188,1.8969020680560296,1.754059633299277,1.887431595353468,2.483459720952967,1.8735681478813269,1.818120167591861,3.256959967832266,2.171521997340332,3.808047830348435,2.135827614616343,1.9512862742709005,3.3088886369674797,2.4063427610240424,2.715268241268927,3.3442444127536475,2.673530927922491,2.06403178052183,3.5654201787620003,2.996065177126436,3.4758431476308282,2.7363144654989053,2.3696886325214908,3.00903230769125,1.8964598598286322,2.0086883036644845,2.4507282531870156,2.4489431396868433,2.803029891974475,2.6490479467969386,3.49157020964039,3.197393660443519,2.1848298651366522,2.5266630390250455
generation25,2.0,2.0,3.0,1.0,2.0,3.0,2.8635582160964077,2.826568407302446,3.0163684920670497,3.3207833622006464,2.8395646953377036,3.007712227222768,3.0848099518528116,2.440410811264715,3.011352959244291,2.1204747010074647,2.9114254472068875,2.1924954560863745,3.0094511537416215,2.3170236325228526,2.983627628757909,3.0051169374796762,3.0010087496795896,3.003666051912744,3.013925218599073,2.6163069018593346,3.02182801495085,2.9854255198070256,3.047065140783952,2.725703092965724,3.003181210958478,2.9691104451407933,3.087208143881814,3.0332116124788935,3.039546521836978,3.008087951596978,2.9859947870742136,2.9991860168566853,2.7895652973508995,2.818008581452128,2.387641148470515,3.00315291844504,3.0146143709509152,2.9589494126341522,3.0486293912776525,2.946151687846159,2.031717468984922,3.013927005715867
generation26,1.0,0.0,3.0,4.0,4.0,3.0,3.5601144873812287,3.8149670980756203,3.023856087352333,3.5594925715871453,3.018598552285486,3.3678303448766864,3.655788865597571,3.5005723828493744,2.9506736541720797,3.7010964541407043,3.5431381081177644,2.977290691990969,3.8070180670274287,3.5353717333637187,3.418061033735918,3.558494151996504,3.2095700073960343,3.9321919312574214,3.889393047986762,3.851978590607578,3.442417851861532,3.500481981168245,3.8761100288592196,3.9196787101156843,3.9284686132581976,3.7011462404016338,3.6624595485791285,3.9789742958948717,3.948944323582822,3.7135063086278026,3.8859191358991096,3.885209097022136,2.7276693457448715,3.582058765208471,2.887127087688534,3.2969775196464104,3.2396889323576907,3.8391267041225774,3.7700412331364266,3.9714799164524646,3.8967409791592176,3.494001848615012
generation27,1.0,1.0,2.0,1.0,4.0,4.0,3.4715507193294566,3.749145676401205,2.824279508477135,3.7401791955718635,2.216002576003435,3.8257258502454983,3.8821782254884356,3.0928506982916217,2.0950948974599792,3.159642608845219,3.44916052828922,2.1403589516372694,3.4250704708414994,3.3679770782062306,2.6674541536892535,3.672131851067554,2.9857071875963137,3.8652343780405567,3.9320437977008336,3.922134573219752,3.789240990884014,3.7668131575696773,3.8966975997487046,3.8117599500019455,3.3158666203465397,3.4164516516563275,3.9377826993558736,3.928929826715209,3.791069201212033,3.934846080797615,3.9365390974387036,3.8932135357300917,1.043696005185551,3.295157603855308,1.6627142611286714,2.489145937344682,3.1269909170643793,3.5376938932779387,3.7611927471950586,3.8519807366087924,3.7778642651853263,3.6461713070029247
generation28,3.0,0.0,4.0,1.0,3.0,4.0,3.986854036442448,3.98184714364764,3.9954898860797488,3.9870712202423695,3.4401716755389637,3.9607874771866913,3.997208478870394,3.7477938327659563,3.9873598852974306,2.7641570044430424,3.8738915889937697,3.62547276422656,3.993374656854255,3.979675532506763,3.9914099907654284,3.9977084313786673,3.997338233422011,3.9957411807859495,3.994873540184981,3.9905125081845823,3.996414436619942,3.976840947316391,3.993784771379769,3.9938616950840315,3.9778256858086416,3.99579557208987,3.9645122576958496,3.9740818351110017,3.9910672417151662,3.9045324103278145,3.9945709012163406,3.9709888788051417,3.21893096296474,3.4414732291615886,3.35944714798626,3.9971821078097918,3.99560689076375,3.953525392448599,3.9953489873677546,3.956645230304135,3.8887723422324156,3.8640431230345382
generation29,4.0,4.0,4.0,0.0,3.0,3.0,3.9781363824753706,3.9925943187960518,3.991531741818486,3.9909788570143023,3.9531215044450447,3.982808757009542,3.9876336098474052,3.9866749737994573,3.985301029421687,3.816371965381828,3.9448894248175863,3.8798112681325083,3.9936971517603412,3.988270721480824,3.993158847449669,3.9934038379543693,3.9927488404677716,3.9923530210077645,3.9935630671940254,3.994660977472667,3.9871913243252357,3.9911544513214463,3.989134906850375,3.989228003114959,3.9812192255859813,3.9918236156495293,3.9877731106957346,3.982061351061886,3.9896301232565814,3.982281203367611,3.985741168251843,3.981093177318423,3.973052869764605,3.9747279175002563,3.915875461198499,3.9901702443680533,3.996717147446673,3.9764228370614663,3.9897876791183364,3.9695630749133253,3.956334968244452,3.9745869254047523
generation30,0.0,1.0,4.0,0.0,3.0,3.0,3.9420228147644174,3.9812766666812944,3.995928310704766,3.979040634515154,3.6712982032699495,3.872730154973993,3.9828277432646435,3.956543998464269,3.9748212822489717,3.4336375790367835,3.7896486458059453,3.6683901932465077,3.9816291514784687,3.8861754077486164,3.970420111446777,3.9930220540904893,3.9887630238133456,3.9895563366697986,3.983358033826086,3.973237929409078,3.9788080938390533,3.960662036876739,3.9978166419649472,3.9893404054045685,3.9874105710942493,3.8985605071164873,3.8394975175724695,3.9884539719740633,3.988143040376896,3.9752833414144604,3.9822217268940583,3.9799769429266165,1.398783104657808,3.8281682949284566,3.1906764946952384,3.9972983601497285,3.9881629701715315,3.9277659931596944,3.9819276907297665,3.9795996038890022,3.8627583900578344,3.9717680120686008
generation31,2.0,3.0,2.0,2.0,2.0,3.0,2.359506900229121,2.765361390182127,3.0668949654257194,2.3926529142364634,1.3854588685682847,3.0017188963680828,3.176983180381302,2.5622138694670182,2.408373982177205,2.2205432874649684,2.870337322255607,2.2182924136155697,2.637814760126061,2.446877517221842,2.2557613589781202,3.213033343788134,2.560131585112192,3.3375744898622037,2.946084922540866,2.0866899855501435,2.8038532376722323,2.745507841509489,3.3535868749361564,3.004153829316932,2.5602953422639256,2.441178743955114,2.981146637399993,2.8941302753577722,2.7068982622344926,2.5077977867573567,2.8305310276835898,2.9980862101166026,2.073866143708422,2.8257826802257644,2.0153494158964977,2.8945571179759453,2.878554108576345,2.7640919933495693,3.4461871075902932,3.142093772007647,2.5748852629920287,2.8549392297618987
