,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48
generation1,1.0,2.0,3.0,2.0,3.0,2.0,3.7813615685963184,2.9551035979117155,2.6566615726243925,3.9700155467325504,3.7046139961139435,1.5066095217504274,3.234430277571998,3.9341897150342917,3.7115468371930116,3.89159608800627,2.7250797211246276,2.4373579739487474,3.1825557954401553,2.934222096408645,3.7691286311747705,2.9603932507360544,3.6255024835360725,3.6359719784153453,2.8532374306497164,3.1628249596279723,2.83010309054091,2.6983785531055546,3.4086223763940295,3.3978926488346564,3.316479539162686,2.586618578202426,3.7308968873762773,3.8676717439025863,2.847193512515611,2.9817070868622566,2.66995581465558,2.8413162062859683,2.4746593088039908,3.841186175443033,2.8775088856622797,2.92377565352741,2.8743458250698617,3.30559838884661,1.9995772245441028,3.759769623640783,2.968577931445943,3.464279156031487
generation2,0.0,1.0,3.0,0.0,2.0,0.0,3.676697930873661,2.838044902025799,2.942025079630209,3.8964270854501994,3.4859864345989484,0.6721475953508431,3.011560159760962,3.7235451821762453,3.5718726850229214,3.8085248855001073,2.9002997823397814,1.6990854182221296,3.0382164490446373,2.8954906722535245,3.360557224571576,2.9395741512789493,3.0272573179213325,3.016166488161297,2.4807753647841237,3.0100474819076397,2.9682836474825125,2.6408242739903436,3.4786350587238535,3.1708632511356805,3.660334335961958,2.7844437244945404,3.48679992881537,3.8125537107782264,2.675411667083988,3.129808766128814,2.0294572867484435,2.929426395354335,2.7557645723788053,3.0187806122449783,3.00499015882629,2.969786662980562,2.9135034765168415,3.2134256664615903,2.123530775236127,3.7582768210983506,2.976942267328773,3.1995218170534665
generation3,4.0,4.0,4.0,0.0,4.0,4.0,3.97494423784623,3.9710155346304377,3.909342296343039,3.9861689489396985,3.9249821171080446,1.5093796910778416,3.9511769920099553,3.972981750377844,3.994616296518384,3.994272065806629,3.915488544639437,3.9724466845529007,3.9704511416216173,3.898202064072024,3.954091571439481,3.9708537923209692,3.985167557638088,3.9828745490954005,3.9016489749600596,3.9413651998098294,3.917615613686216,3.5688952345013316,3.9928981111364465,3.9819419733717494,3.9157658078705255,3.6975920600518504,3.992817286622143,3.9400211660568987,2.833512565533595,3.9921972438238846,3.969563489231286,3.977189938987199,3.906481595317417,3.9904232850489576,3.9179754455547195,3.973903042131782,3.939382068223898,3.9879643404005254,3.87981986399189,3.9905597765480927,3.974247118793048,3.9842980629821643
generation4,2.0,1.0,4.0,3.0,2.0,1.0,3.991933406156019,2.509143889733684,2.1477882777489157,3.9855108737534803,3.968536941452577,1.0439476358562194,3.35649718390626,3.9767182918036394,3.9949944840381924,3.993002103330468,2.299251105261001,1.9951774388344259,3.160361111301634,2.1805191237237973,3.7574120834708196,2.169209802254399,3.9947409362512,3.9912642743749918,1.9879171920187662,2.8107928996142295,2.0231377420146437,2.0444894377597262,3.991662227975495,3.929027512827035,3.8855079571542035,2.4229680675371865,3.9879730209598026,3.832426249041757,2.1001222277143867,3.7697290521203346,2.0034271463298436,2.4669124287277113,2.022967266691575,3.9746622140288244,3.0769074248401376,2.2279094107090045,2.586661599754769,3.9341046047906723,1.3264806671779414,3.994621149225109,2.2291461280987876,3.9166675829342106
generation5,2.0,1.0,4.0,4.0,4.0,2.0,3.9910431569286833,3.9365703819257316,3.634091361610817,3.9950824587481764,3.952953130715371,2.747052426869489,3.9673213072886364,3.990643021570971,3.993434607367145,3.985477763671578,3.0611338477107166,2.046910177117825,3.941967409874336,3.312441817462659,3.903445902427707,3.9559047611208533,3.9923968274413215,3.989457307578223,3.2620738900391024,3.891891633107954,3.7189378122807684,3.242160194648026,3.992804417723911,3.9690377217728505,3.9510120560278392,3.5650462535182057,3.990560706195193,3.9388423113548257,3.061436781858398,3.9784394064027486,2.362018986683165,3.1747280982801884,3.6328249004180964,3.982241181931505,3.968194548349991,3.4299309737194874,3.1795262713242787,3.9919913203923234,3.029433589558252,3.975952030516027,3.851411297701109,3.942721204613232
generation6,2.0,1.0,3.0,3.0,4.0,2.0,3.7633443539339835,3.0488037969227637,2.8647165012105136,3.7744068857041135,3.7601448059129696,1.5198861556279204,3.810820093508517,3.8231946657276357,3.4399953468985913,3.5435557071288866,2.6452632381825922,2.1038055505302093,3.328884284621079,2.7645805925327407,3.461869739603482,2.8832041292234383,3.1934773299487786,3.067978256998439,2.959989293097375,3.1676351494893247,2.80893982388379,2.4935997381757566,3.0278974196016195,3.13825145888477,3.224256213424808,2.7311302125365233,3.315563301108849,3.9202680023540575,2.7099367155278022,3.0793449559474286,2.4868267601862124,2.710008441239677,2.7285307894564816,3.1187939162581753,3.034032466048175,2.9306895597321185,2.9318771313462584,3.34925976543895,2.7308412199154923,3.649084728100074,2.8726515883897057,3.4541145801323054
generation7,1.0,4.0,4.0,2.0,4.0,4.0,3.98268964233379,3.986178552896305,3.9448099351418864,3.993910885214306,3.9831715832362167,2.5543674016200533,3.9933144473009685,3.9905525991942183,3.992895957837985,3.9906257510924656,3.550390988765134,1.1413101628303106,3.979457329173182,3.312089424296883,3.990349458127343,3.2043198127771273,3.9863447685268745,3.979730768582313,3.6379885534358665,3.989144766816977,3.9575985229208883,2.6640000022217345,3.9932272240087903,3.989963605688241,3.9764928817173875,3.304143392792943,3.989291858256886,3.9941132598909754,3.2411835673615714,3.990549552260881,3.267593374536405,3.9736367840096394,3.9628737821782347,3.980941820387374,3.956499360312971,3.9621283885967964,3.696423560748909,3.992446886911088,3.920128148005494,3.9848126580127863,3.876783857873042,3.9885361175010967
generation8,4.0,0.0,4.0,1.0,3.0,3.0,3.98356789758056,3.884863570607398,3.065156368559709,3.996826796039633,3.948118931247469,2.084692121876276,3.9615340911673624,3.977007895835201,3.991381680804676,3.9941316159154554,2.881754694500941,3.9228721092092558,3.880912886406139,3.1226627434980396,3.787631601916152,3.9750452600772705,3.994986536090339,3.974258001505805,3.4661247709283303,3.7518541019792213,3.1027733930559798,3.071241327261767,3.990856754093114,3.9788234866601937,3.9362781479463016,2.988002759381308,3.9847401183634905,3.866801579104932,2.8645105047682144,3.8987921271792985,3.738991436185469,3.857108155903302,3.2377309862307895,3.993011614156064,3.2430057498903393,3.2532820925580377,2.792303824422303,3.945995847653043,3.0292664186997804,3.9948893558409817,3.43313706544045,3.9772120758741742
generation9,4.0,2.0,3.0,0.0,2.0,3.0,3.8359886109100323,3.9333478602202256,3.6660689801974256,3.985795484847111,3.8597527106944254,2.4162384886663153,3.9704189615747913,3.9533793991703354,3.919458461518893,3.916677817768905,2.883755784176198,3.963149906305939,3.9007190597339676,3.000717749881849,3.7732475948069055,3.9646186880350256,3.216019919425615,3.3146285383841945,3.321672887521479,3.6683350598342463,2.3354079429324037,2.400412910593832,3.96191904569857,3.5288297132675357,3.8836639594315376,2.677510776653674,3.738920514173133,3.9448746548702958,2.9683963849551467,3.560995193967439,3.6068416745993543,3.936266774970076,3.2913735137781783,3.6647787815211466,2.8854889720336425,3.3605001674201045,3.081267614478422,3.875617145677868,3.00469015101939,3.9239489731532697,3.2402968670685035,3.763401590911975
generation10,0.0,0.0,4.0,2.0,0.0,2.0,3.984845349413375,2.9877525238496316,1.7838919063401417,3.957274716581971,3.607800549685035,1.0491099019371481,3.8750394664378427,3.9503330249988236,3.993330188384292,3.990866429452065,1.0074918263256991,0.8804281855789631,3.8122545344215344,2.141096792784566,3.560577932001613,2.395428281380127,3.9951301478344274,3.9623269496946114,0.5460485642808914,3.6704562528293847,1.8708606449571439,1.190641579171587,3.9795836673128564,3.973905767124699,3.928552389840921,1.7874232792358118,3.9741259352339133,3.879143760514619,1.7682373845740296,3.721334242124822,1.0907891577660527,1.2305206570636196,1.6461240855962107,3.9303595537845166,1.6629999113290237,1.9853988577490727,2.127350383316886,3.889718797448802,1.768497777658396,3.982459362000815,1.736078780618561,3.9515625386359017
